,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,625,363,467,881,486,241,182,1086,313,460,5104
2003-07-31,775,355,442,887,559,177,220,923,319,498,5155
2003-10-31,781,421,505,955,551,214,212,1119,332,560,5650
2004-01-31,757,355,479,1035,613,195,157,935,362,537,5425
2004-04-30,809,379,522,917,583,194,203,971,327,568,5473
2004-07-31,781,380,516,997,559,204,204,1106,359,443,5549
2004-10-31,650,311,465,845,528,223,197,922,332,422,4895
2005-01-31,608,305,453,654,411,165,160,741,293,443,4233
2005-04-30,659,303,496,811,437,202,178,815,327,453,4681
2005-07-31,621,291,422,719,442,272,187,742,335,377,4408
2005-10-31,665,246,469,769,460,226,164,707,301,481,4488
2006-01-31,646,235,503,715,606,236,162,620,309,420,4452
2006-04-30,569,320,550,790,539,226,147,651,295,446,4533
2006-07-31,585,326,549,696,520,244,161,610,300,459,4450
2006-10-31,798,307,553,689,544,339,211,637,262,458,4798
2007-01-31,708,282,562,681,493,282,142,691,271,455,4567
2007-04-30,700,298,649,713,564,331,170,751,234,560,4970
2007-07-31,571,305,547,659,464,312,149,825,291,546,4669
2007-10-31,568,298,615,695,456,370,219,786,329,706,5042
2008-01-31,633,347,575,781,451,320,196,749,346,709,5107
2008-04-30,744,294,563,904,480,302,243,882,412,743,5567
2008-07-31,635,362,622,917,429,285,290,1038,371,874,5823
2008-10-31,710,384,612,1082,536,263,206,965,357,902,6017
2009-01-31,779,460,678,1022,642,309,252,1029,423,1002,6596
2009-04-30,707,481,632,995,625,333,237,1076,482,1157,6725
2009-07-31,619,428,611,882,532,267,205,910,340,820,5614
2009-10-31,973,478,585,895,547,346,254,1040,377,1019,6514
2010-01-31,747,335,536,839,526,278,267,813,333,687,5361
2010-04-30,708,457,586,802,569,272,255,877,327,683,5536
2010-07-31,651,426,575,769,418,219,264,932,293,623,5170
2010-10-31,735,373,569,711,437,284,295,976,356,558,5294
2011-01-31,699,334,607,799,445,257,257,812,341,447,4998
2011-04-30,692,357,596,738,445,247,242,796,358,497,4968
2011-07-31,636,373,582,685,491,248,224,890,347,463,4939
2011-10-31,656,398,559,666,382,233,246,892,350,482,4864
2012-01-31,693,368,518,616,457,219,265,792,315,504,4747
2012-04-30,731,397,516,656,469,214,271,855,328,477,4914
2012-07-31,567,381,488,573,395,187,256,747,346,437,4377
2012-10-31,672,361,515,612,440,219,246,784,420,365,4634
2013-01-31,598,382,512,649,420,267,250,747,388,406,4619
2013-04-30,673,314,572,686,522,274,258,734,354,443,4830
2013-07-31,704,341,546,703,430,229,252,874,327,476,4882
2013-10-31,677,430,543,718,479,271,233,944,377,515,5187
2014-01-31,631,360,479,679,467,226,220,804,350,407,4623
2014-04-30,679,496,566,760,568,328,256,954,393,452,5452
2014-07-31,786,427,527,693,535,296,295,817,387,411,5174
2014-10-31,695,473,588,758,539,310,294,858,405,384,5304
2015-01-31,564,406,494,749,504,270,277,777,455,336,4832
2015-04-30,657,442,585,776,482,273,281,740,492,374,5102
2015-07-31,663,390,529,723,524,232,252,824,461,361,4959
2015-10-31,729,401,486,666,478,318,289,843,515,319,5044
