,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,7829,6775,6913,10405,9741,3980,3841,13089,5733,6275,74581
2004-01-31,7809,6937,7122,10798,9368,4226,3823,12449,5719,6474,74725
2004-07-31,8356,7025,7339,10812,9623,4065,4064,12609,6037,6059,75989
2005-01-31,7385,6691,6640,9982,8866,4170,3661,12089,5985,5944,71413
2005-07-31,7538,6724,6657,9921,8960,3984,3627,11702,5794,5814,70721
2006-01-31,7544,6539,6500,9484,9848,4070,3588,11308,5826,6251,70958
2006-07-31,7061,6729,6022,9486,9457,3993,3303,11588,5413,5766,68818
2007-01-31,7129,6366,6686,9509,9086,3833,3133,11592,5368,6101,68803
2007-07-31,6952,6662,6362,9091,8229,3485,3093,12274,4754,6778,67680
2008-01-31,7106,6671,6207,9466,8096,3751,3569,12009,5334,8133,70342
2008-07-31,7038,6481,6088,9529,7858,3586,3571,12012,5512,8063,69738
2009-01-31,6871,7085,6051,10339,8206,3579,3239,12150,5208,8790,71518
2009-07-31,6353,6387,6071,9400,7932,3751,3330,11795,5132,8471,68622
2010-01-31,7408,6546,6176,9437,7894,3835,3511,12609,5149,8115,70680
2010-07-31,6819,5884,6073,8903,7021,3393,3140,12650,4286,7064,65233
2011-01-31,7268,6456,6328,9248,7231,3450,3391,13544,5023,6617,68556
2011-07-31,6931,6239,5912,9013,7044,3706,3211,12461,4954,6331,65802
2012-01-31,7019,6465,5970,9126,7611,3958,3413,12241,4955,6141,66899
2012-07-31,7136,6884,6077,9092,7593,4257,3769,12252,5031,5942,68033
2013-01-31,7392,7314,6509,9786,9038,4584,4036,13828,5602,5860,73949
2013-07-31,7396,6931,6785,10737,8834,4716,4239,14099,5271,6406,75414
2014-01-31,7363,7965,6375,10623,9191,4793,4236,15153,5341,6385,77425
2014-07-31,7145,8338,6308,9680,8605,4851,3946,13724,5205,5973,73775
2015-01-31,6709,9223,6633,9563,9954,4407,4141,15479,5473,5479,77061
2015-07-31,7233,9636,6876,9239,10192,4550,4611,14713,6098,5533,78681
