,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,544,317,574,475,514,300,267,376,489,86,3942
2003-07-31,527,252,607,485,500,310,260,387,368,84,3780
2003-10-31,558,318,616,654,438,348,305,325,414,119,4095
2004-01-31,498,291,560,550,452,259,277,319,460,77,3743
2004-04-30,555,365,794,549,432,338,364,335,504,94,4330
2004-07-31,556,409,717,518,455,390,422,373,598,85,4523
2004-10-31,521,314,700,606,527,296,403,385,648,78,4478
2005-01-31,567,321,710,655,514,376,363,502,784,75,4867
2005-04-30,559,350,705,618,520,358,331,338,565,92,4436
2005-07-31,637,382,637,554,561,338,358,397,487,62,4413
2005-10-31,552,375,688,590,631,388,385,369,537,101,4616
2006-01-31,441,254,554,472,469,269,326,291,484,93,3653
2006-04-30,228,145,268,212,227,151,127,126,195,30,1709
2006-07-31,223,152,297,280,204,122,118,189,254,32,1871
2006-10-31,222,152,333,266,202,141,126,174,234,35,1885
2007-01-31,225,142,304,220,172,115,132,163,234,33,1740
2007-04-30,181,163,218,173,140,98,108,140,142,22,1385
2007-07-31,177,149,209,179,142,86,133,172,220,30,1497
2007-10-31,215,188,279,286,261,158,169,177,256,29,2018
2008-01-31,208,127,231,227,180,83,196,127,158,19,1556
2008-04-30,210,110,234,210,196,100,111,139,208,22,1540
2008-07-31,186,107,208,206,168,98,110,132,156,26,1397
2008-10-31,215,146,239,235,202,130,119,175,185,19,1665
2009-01-31,187,143,160,224,200,114,121,172,127,29,1477
2009-04-30,145,120,190,142,159,80,93,154,152,22,1257
2009-07-31,181,114,237,173,135,78,60,118,108,29,1233
2009-10-31,198,81,251,193,153,101,90,131,128,12,1338
2010-01-31,144,88,197,240,135,91,60,84,117,20,1176
2010-04-30,149,88,184,152,126,104,55,75,91,17,1041
2010-07-31,176,68,169,146,118,63,66,86,115,18,1025
2010-10-31,173,68,263,111,106,57,81,116,138,30,1143
2011-01-31,161,102,186,128,114,76,70,100,143,30,1110
2011-04-30,189,105,203,140,101,62,87,102,135,12,1136
2011-07-31,152,83,160,129,127,63,67,98,96,24,999
2011-10-31,156,102,194,216,179,132,99,117,119,23,1337
2012-01-31,183,91,244,228,165,144,103,103,96,22,1379
2012-04-30,173,106,320,214,145,129,118,100,80,13,1398
2012-07-31,156,156,297,198,216,144,118,109,139,19,1552
2012-10-31,206,120,339,234,192,133,123,158,152,15,1672
2013-01-31,246,115,360,199,169,118,140,145,142,22,1656
2013-04-30,174,121,272,167,153,65,139,90,158,26,1365
2013-07-31,219,113,309,196,180,96,98,117,154,31,1513
2013-10-31,254,107,413,235,232,114,148,127,183,37,1850
2014-01-31,205,104,295,209,198,97,103,107,170,19,1507
2014-04-30,216,149,301,192,191,119,117,127,169,39,1620
2014-07-31,232,165,361,293,218,146,131,183,198,47,1974
2014-10-31,258,120,428,267,197,138,94,138,175,32,1847
2015-01-31,245,129,337,274,225,112,111,150,149,20,1752
2015-04-30,241,140,372,248,232,136,163,162,183,26,1903
2015-07-31,241,168,367,329,252,184,125,233,242,29,2170
2015-10-31,217,133,313,311,216,181,148,222,195,26,1962
