,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2012-05-31,1,6,0,2,3,5,3,16,3,5,44
2012-06-30,5,8,1,14,1,3,2,12,5,4,55
2012-07-31,7,8,2,5,1,3,0,12,1,2,41
2012-08-31,12,3,1,5,2,3,10,19,2,7,64
2012-09-30,3,7,0,6,5,11,2,19,3,4,60
2012-10-31,6,4,2,13,3,3,1,15,6,9,62
2012-11-30,6,9,4,11,2,7,0,11,0,5,55
2012-12-31,7,7,2,12,3,4,4,9,3,3,54
2013-01-31,8,2,1,10,3,5,1,5,6,9,50
2013-02-28,2,4,0,16,6,4,3,10,2,8,55
2013-03-31,2,4,7,16,13,2,4,16,3,6,73
2013-04-30,4,7,6,10,4,4,2,16,5,7,65
2013-05-31,2,5,1,22,5,8,2,34,6,6,91
2013-06-30,3,9,2,15,4,4,3,40,5,11,96
2013-07-31,2,11,5,12,5,4,2,37,0,14,92
2013-08-31,6,3,3,9,4,8,3,42,5,14,97
2013-09-30,8,8,3,12,4,5,0,43,0,17,100
2013-10-31,10,6,1,13,5,6,2,38,4,16,101
2013-11-30,2,3,1,14,5,4,4,21,4,13,71
2013-12-31,8,4,3,14,1,3,0,16,2,12,63
2014-01-31,6,4,4,10,4,2,2,15,3,12,62
2014-02-28,1,7,4,13,4,3,5,15,3,14,69
2014-03-31,6,10,4,11,3,0,1,12,2,11,60
2014-04-30,5,4,1,18,6,5,1,8,5,4,57
2014-05-31,1,7,3,12,3,0,2,6,1,4,39
2014-06-30,5,9,2,13,2,5,1,8,2,4,51
2014-07-31,2,10,2,10,3,2,1,11,0,3,44
2014-08-31,2,5,5,14,3,2,0,12,3,6,52
2014-09-30,4,8,2,7,4,5,1,12,2,2,47
2014-10-31,1,8,6,17,5,2,4,8,3,2,56
2014-11-30,0,6,2,14,5,2,3,4,4,4,44
2014-12-31,1,2,3,9,4,2,5,6,4,3,39
2015-01-31,5,7,3,12,4,4,1,11,3,1,51
2015-02-28,6,10,4,4,3,2,2,7,3,2,43
2015-03-31,1,13,3,18,4,1,2,10,4,4,60
2015-04-30,1,4,0,17,6,3,4,9,2,6,52
2015-05-31,2,8,2,10,3,4,4,8,4,3,48
2015-06-30,3,1,2,15,2,3,3,6,3,1,39
2015-07-31,3,4,0,16,4,1,1,5,2,2,38
2015-08-31,5,6,1,15,6,4,3,13,8,8,69
2015-09-30,3,3,3,9,8,2,1,13,7,3,52
2015-10-31,3,6,0,8,1,7,0,6,7,1,39
2015-11-30,2,5,1,9,3,1,4,5,7,5,42
