,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-02-28,4,7,3,13,3,10,1,8,0,14,63
2003-03-31,2,9,1,5,3,15,2,9,1,9,56
2003-04-30,2,13,5,6,6,2,1,15,3,3,56
2003-05-31,1,8,3,6,3,3,4,24,2,7,61
2003-06-30,3,9,6,6,5,6,2,6,3,5,51
2003-07-31,4,13,3,5,5,4,1,13,4,8,60
2003-08-31,4,7,1,6,3,3,3,7,1,5,40
2003-09-30,2,9,3,6,3,4,3,10,1,2,43
2003-10-31,1,14,5,11,3,5,3,15,1,5,63
2003-11-30,2,10,4,4,10,2,1,10,1,5,49
2003-12-31,3,10,5,6,3,3,0,8,2,4,44
2004-01-31,3,14,3,4,8,7,0,9,2,2,52
2004-02-29,2,15,4,12,4,5,0,11,2,2,57
2004-03-31,4,6,5,15,5,1,2,17,1,4,60
2004-04-30,5,7,4,7,11,6,0,3,2,5,50
2004-05-31,4,13,1,11,5,9,2,14,3,6,68
2004-06-30,1,9,3,13,5,4,2,15,1,4,57
2004-07-31,5,12,3,3,7,1,1,9,1,2,44
2004-08-31,4,4,4,9,2,17,1,6,0,3,50
2004-09-30,2,10,3,6,8,8,0,5,0,2,44
2004-10-31,2,11,2,11,5,8,3,10,0,4,56
2004-11-30,0,5,2,6,3,4,2,4,2,1,29
2004-12-31,2,1,2,7,4,8,2,5,1,1,33
2005-01-31,4,10,4,9,6,9,3,16,2,5,68
2005-02-28,2,5,2,12,6,0,1,11,0,0,39
2005-03-31,3,6,5,7,4,6,2,6,0,2,41
2005-04-30,1,7,1,18,7,5,1,7,3,1,51
2005-05-31,5,8,3,13,4,8,2,9,4,0,56
2005-06-30,2,4,0,8,9,5,0,10,12,4,54
2005-07-31,5,7,3,7,4,7,5,6,11,6,61
2005-08-31,7,7,1,7,1,6,2,6,7,0,44
2005-09-30,5,8,2,7,6,3,0,8,13,2,54
2005-10-31,5,9,4,8,7,4,1,11,14,4,67
2005-11-30,3,5,1,9,6,6,2,10,14,3,59
2005-12-31,2,5,3,7,5,1,0,7,9,3,42
2006-01-31,6,14,2,4,2,9,3,9,7,5,61
2006-02-28,2,7,6,9,9,5,1,4,4,4,51
2006-03-31,6,8,2,9,4,10,0,10,14,2,65
2006-04-30,5,13,4,5,7,7,1,10,5,6,63
2006-05-31,4,5,5,7,8,5,0,11,8,0,53
2006-06-30,7,0,5,7,12,0,3,19,9,3,65
2006-07-31,3,6,4,9,9,4,2,12,7,3,59
2006-08-31,3,5,4,14,6,7,3,11,6,4,63
2006-09-30,1,13,1,12,4,3,0,16,5,7,62
2006-10-31,3,13,5,6,6,3,2,11,5,3,57
2006-11-30,3,6,2,7,5,4,1,15,5,3,51
2006-12-31,1,9,3,14,7,7,0,7,3,2,53
2007-01-31,2,4,1,11,3,4,2,11,8,2,48
2007-02-28,2,6,1,12,8,3,0,6,5,5,48
2007-03-31,3,6,1,17,5,6,3,13,8,5,67
2007-04-30,0,4,2,14,8,5,2,9,5,2,51
2007-05-31,4,5,5,13,5,9,0,22,4,3,70
2007-06-30,3,10,2,13,9,4,1,5,3,3,53
2007-07-31,2,5,3,16,4,5,2,12,3,1,53
2007-08-31,2,6,2,18,0,5,1,5,4,3,46
2007-09-30,3,4,2,10,1,6,0,14,5,4,49
2007-10-31,6,9,4,15,6,5,2,19,2,3,71
2007-11-30,3,8,2,17,3,3,4,5,6,6,57
2007-12-31,3,10,2,12,5,2,5,12,4,3,58
2008-01-31,2,10,4,13,5,5,3,12,3,6,63
2008-02-29,1,5,0,12,7,6,1,9,3,1,45
2008-03-31,2,4,3,11,5,4,0,24,5,3,61
2008-04-30,1,6,1,10,6,2,0,14,6,4,50
2008-05-31,2,7,1,10,5,7,3,16,7,6,64
2008-06-30,0,5,3,7,7,4,0,12,2,4,44
2008-07-31,1,13,3,18,4,2,3,10,1,10,65
2008-08-31,3,10,1,16,5,0,3,12,2,3,55
2008-09-30,1,6,3,17,3,3,3,19,4,7,66
2008-10-31,3,9,4,15,6,6,3,11,6,10,73
2008-11-30,2,11,2,15,4,5,1,16,3,3,62
2008-12-31,4,8,6,14,3,3,1,15,2,6,62
2009-01-31,1,15,2,12,6,8,1,15,3,7,70
2009-02-28,3,5,4,12,8,11,3,11,5,5,67
2009-03-31,3,10,3,8,5,6,3,13,7,7,65
2009-04-30,2,3,3,17,8,12,2,21,3,8,79
2009-05-31,2,6,7,10,6,7,2,18,7,12,77
2009-06-30,2,9,1,11,4,5,1,14,3,12,62
2009-07-31,2,12,1,13,3,6,0,12,3,9,61
2009-08-31,4,10,5,5,8,10,5,17,4,10,78
2009-09-30,2,7,3,5,5,8,4,16,2,10,62
2009-10-31,1,7,2,6,3,6,2,9,3,21,60
2009-11-30,2,6,1,6,2,10,2,16,3,11,59
2009-12-31,3,3,1,7,3,15,2,15,2,13,64
2010-01-31,4,7,5,4,4,7,2,13,1,5,52
2010-02-28,3,8,2,7,3,3,0,18,3,6,53
2010-03-31,5,10,1,5,2,5,1,9,1,8,47
2010-04-30,4,5,5,8,3,0,2,16,3,15,61
2010-05-31,2,7,4,11,5,6,3,10,3,12,63
2010-06-30,3,10,1,10,5,0,1,7,1,8,46
2010-07-31,2,6,4,10,5,2,3,11,1,17,61
2010-08-31,1,3,3,6,4,5,6,21,6,11,66
2010-09-30,2,4,2,5,8,9,2,19,2,8,61
2010-10-31,5,9,3,12,5,8,3,17,3,7,72
2010-11-30,2,4,3,13,6,4,3,15,3,13,66
2010-12-31,1,2,3,13,5,4,3,12,7,8,58
2011-01-31,3,4,1,10,1,5,4,10,3,9,50
2011-02-28,1,6,1,8,2,3,2,15,0,4,42
2011-03-31,4,8,3,17,3,10,0,10,3,6,64
2011-04-30,0,1,1,13,4,6,2,12,2,4,45
2011-05-31,2,5,4,11,3,3,0,18,2,4,52
2011-06-30,1,6,0,9,1,4,3,10,4,5,43
2011-07-31,6,5,0,13,2,2,3,14,2,1,48
2011-08-31,9,4,1,9,1,4,3,22,4,9,66
2011-09-30,7,4,3,11,5,6,2,12,3,8,61
2011-10-31,5,8,4,6,9,2,5,10,4,13,66
2011-11-30,4,8,4,6,4,0,2,11,4,9,52
2011-12-31,13,5,4,5,2,2,1,18,4,9,63
2012-01-31,10,10,5,6,3,6,1,5,5,4,55
2012-02-29,1,6,5,7,4,4,2,10,2,10,51
2012-03-31,4,8,3,11,2,2,4,13,4,5,56
2012-04-30,1,7,3,7,2,6,3,8,2,8,47
