,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2006-08-31,122,350,129,267,462,120,103,569,164,122,2408
2006-09-30,107,339,147,239,427,128,100,535,155,119,2296
2006-10-31,108,347,136,218,423,129,99,588,189,149,2386
2006-11-30,100,249,122,175,411,98,98,536,182,139,2110
2006-12-31,100,285,172,168,398,103,96,534,186,125,2167
2007-01-31,89,306,123,199,375,99,100,422,141,125,1979
2007-02-28,95,241,101,166,264,66,88,415,114,93,1643
2007-03-31,137,358,112,201,381,95,86,450,117,128,2065
2007-04-30,132,370,93,189,368,76,81,478,109,122,2018
2007-05-31,97,346,113,204,367,104,93,539,128,134,2125
2007-06-30,126,293,110,244,342,110,141,550,134,146,2196
2007-07-31,142,426,110,214,496,106,131,606,128,177,2536
2007-08-31,117,356,95,223,512,119,140,577,125,199,2463
2007-09-30,144,316,109,243,400,102,118,592,189,178,2391
2007-10-31,127,335,119,217,434,106,133,494,170,157,2292
2007-11-30,103,264,127,217,339,93,136,483,138,129,2029
2007-12-31,141,293,75,185,285,114,129,523,154,134,2033
2008-01-31,133,301,102,237,352,100,184,475,160,118,2162
2008-02-29,129,238,120,185,276,96,137,441,167,99,1888
2008-03-31,132,309,123,233,394,98,137,501,154,141,2222
2008-04-30,110,367,117,250,393,127,167,436,255,112,2334
2008-05-31,111,288,137,238,356,114,166,472,158,129,2169
2008-06-30,128,255,114,209,307,103,116,476,143,125,1976
2008-07-31,132,347,108,221,356,118,125,475,160,154,2196
2008-08-31,93,328,122,231,334,96,136,525,167,145,2177
2008-09-30,129,338,115,257,334,122,102,523,140,164,2224
2008-10-31,159,415,148,258,381,110,126,521,155,147,2420
2008-11-30,111,357,108,219,392,79,118,446,127,121,2078
2008-12-31,110,333,96,234,335,89,91,432,124,117,1961
2009-01-31,91,308,105,208,330,93,113,462,108,114,1932
2009-02-28,87,268,112,167,323,98,133,392,140,126,1846
2009-03-31,101,311,117,214,440,122,143,453,188,109,2198
2009-04-30,107,305,96,198,356,131,156,461,136,104,2050
2009-05-31,100,293,106,203,319,103,137,449,165,113,1988
2009-06-30,118,294,96,190,303,95,116,421,108,121,1862
2009-07-31,105,387,147,230,379,91,128,579,154,127,2327
2009-08-31,135,345,159,256,361,128,155,633,209,128,2509
2009-09-30,120,331,171,263,338,103,109,539,213,123,2310
2009-10-31,120,338,172,194,304,95,108,587,201,127,2246
2009-11-30,123,340,137,257,279,86,106,523,173,127,2151
2009-12-31,125,359,129,222,301,120,127,495,163,125,2166
2010-01-31,143,274,137,261,302,109,119,536,125,110,2116
2010-02-28,116,227,139,228,196,109,75,426,100,77,1693
2010-03-31,125,218,160,232,255,123,96,494,107,105,1915
2010-04-30,121,242,99,241,215,96,105,454,117,98,1788
2010-05-31,156,261,96,255,242,82,79,550,112,100,1933
2010-06-30,132,254,96,199,309,87,85,557,129,113,1961
2010-07-31,156,305,151,231,306,89,102,568,120,93,2121
2010-08-31,146,321,193,280,272,82,131,581,153,130,2289
2010-09-30,132,304,198,239,283,72,123,577,134,118,2180
2010-10-31,129,336,130,226,293,89,103,566,147,123,2142
2010-11-30,139,331,131,223,328,107,79,558,161,122,2179
2010-12-31,105,336,129,278,306,95,103,515,142,120,2129
2011-01-31,120,309,143,251,321,87,106,500,148,124,2109
2011-02-28,113,301,137,261,266,81,92,415,148,110,1924
2011-03-31,127,289,166,267,343,102,122,512,225,111,2264
2011-04-30,96,274,143,245,262,116,109,452,209,131,2037
2011-05-31,109,310,110,269,336,118,107,530,183,142,2214
2011-06-30,100,314,102,279,211,139,107,507,154,128,2041
2011-07-31,88,320,133,303,252,114,106,515,136,131,2098
2011-08-31,106,309,136,277,288,118,125,550,141,98,2148
2011-09-30,116,260,155,262,251,124,121,523,138,127,2077
2011-10-31,159,283,161,318,351,113,102,538,176,126,2327
2011-11-30,154,301,131,281,398,124,113,469,139,128,2238
2011-12-31,161,301,156,335,354,139,128,567,146,141,2428
2012-01-31,134,267,126,261,342,132,106,554,150,129,2201
2012-02-29,144,253,145,272,297,128,125,485,162,101,2112
2012-03-31,137,285,136,264,245,117,112,540,153,130,2119
2012-04-30,154,329,158,262,296,131,153,560,152,130,2325
2012-05-31,161,308,129,326,328,168,181,633,188,138,2560
2012-06-30,144,390,110,343,309,139,163,615,164,132,2509
2012-07-31,157,415,149,303,321,197,146,584,161,131,2564
2012-08-31,143,340,164,362,381,160,169,791,227,112,2849
2012-09-30,202,404,169,348,465,140,187,750,184,129,2978
2012-10-31,175,441,181,330,514,184,188,771,199,167,3150
2012-11-30,128,395,195,309,538,181,115,660,191,154,2866
2012-12-31,133,396,161,231,553,145,132,677,173,143,2744
2013-01-31,190,404,173,290,526,165,135,715,175,159,2932
2013-02-28,159,320,184,343,429,127,184,632,167,132,2677
2013-03-31,144,358,198,359,445,160,195,651,220,142,2872
2013-04-30,163,349,220,376,503,158,180,614,207,134,2904
2013-05-31,224,328,147,287,380,205,187,571,225,156,2710
2013-06-30,175,371,162,337,312,183,170,662,179,160,2711
2013-07-31,172,510,182,421,509,202,197,771,180,174,3318
2013-08-31,185,515,155,327,585,183,215,942,222,149,3478
2013-09-30,219,497,201,476,481,177,221,953,220,159,3604
2013-10-31,226,488,148,383,550,185,190,872,178,150,3370
2013-11-30,189,402,170,384,508,153,181,741,151,151,3030
2013-12-31,165,351,161,282,468,144,206,705,167,157,2806
2014-01-31,222,421,155,346,498,144,161,673,157,164,2941
2014-02-28,178,385,133,262,403,119,156,624,168,121,2549
2014-03-31,146,410,162,373,458,200,177,736,190,169,3021
2014-04-30,159,394,143,367,465,243,180,740,181,150,3022
2014-05-31,174,408,166,245,401,191,171,736,187,149,2828
2014-06-30,169,498,187,219,291,189,136,725,175,153,2742
2014-07-31,156,548,179,205,531,170,183,851,205,163,3191
2014-08-31,168,552,186,268,685,221,213,1010,176,172,3651
2014-09-30,129,476,193,223,589,212,181,910,193,160,3266
2014-10-31,163,565,211,252,698,209,197,966,205,164,3630
2014-11-30,174,514,190,263,608,177,167,1034,209,160,3496
2014-12-31,182,601,169,229,698,156,227,1035,194,179,3670
2015-01-31,251,597,174,232,636,188,229,985,204,210,3706
2015-02-28,150,490,191,184,595,183,271,887,179,152,3282
2015-03-31,219,599,185,190,720,192,314,981,192,223,3815
2015-04-30,168,588,149,191,624,189,282,888,214,181,3474
2015-05-31,192,596,205,223,637,252,238,966,338,192,3839
2015-06-30,162,659,174,209,682,196,261,952,270,182,3747
2015-07-31,222,703,176,206,717,248,249,944,256,145,3866
2015-08-31,175,653,134,188,666,202,251,1050,192,178,3689
2015-09-30,182,602,168,200,506,186,240,988,194,142,3408
2015-10-31,213,539,168,188,539,167,227,818,232,141,3232
2015-11-30,127,396,129,207,566,199,186,728,219,140,2897
