,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,8,29,9,24,12,27,4,32,4,26,175
2003-07-31,8,30,12,17,13,13,7,43,9,20,172
2003-10-31,7,30,9,23,9,12,9,32,3,12,146
2004-01-31,8,34,12,14,21,12,1,27,5,11,145
2004-04-30,11,28,13,34,20,12,2,31,5,11,167
2004-07-31,10,34,7,27,17,14,5,38,5,12,169
2004-10-31,8,25,9,26,15,33,4,21,0,9,150
2005-01-31,6,16,8,22,13,21,7,25,5,7,130
2005-04-30,6,18,8,37,17,11,4,24,3,3,131
2005-07-31,12,19,6,28,17,20,7,25,27,10,171
2005-10-31,17,24,7,22,14,13,3,25,34,6,165
2006-01-31,11,24,6,20,13,16,5,26,30,11,162
2006-04-30,13,28,12,23,20,22,2,24,23,12,179
2006-07-31,14,11,14,23,29,9,5,42,24,6,177
2006-10-31,7,31,10,32,16,13,5,38,16,14,182
2007-01-31,6,19,6,32,15,15,3,33,16,7,152
2007-04-30,5,16,4,43,21,14,5,28,18,12,166
2007-07-31,9,20,10,42,18,18,3,39,10,7,176
2007-10-31,11,19,8,43,7,16,3,38,11,10,166
2008-01-31,8,28,8,42,13,10,12,29,13,15,178
2008-04-30,4,15,4,33,18,12,1,47,14,8,156
2008-07-31,3,25,7,35,16,13,6,38,10,20,173
2008-10-31,7,25,8,48,14,9,9,42,12,20,194
2009-01-31,7,34,10,41,13,16,3,46,8,16,194
2009-04-30,8,18,10,37,21,29,8,45,15,20,211
2009-07-31,6,27,9,34,13,18,3,44,13,33,200
2009-10-31,7,24,10,16,16,24,11,42,9,41,200
2010-01-31,9,16,7,17,9,32,6,44,6,29,175
2010-04-30,12,23,8,20,8,8,3,43,7,29,161
2010-07-31,7,23,9,31,15,8,7,28,5,37,170
2010-10-31,8,16,8,23,17,22,11,57,11,26,199
2011-01-31,6,10,7,36,12,13,10,37,13,30,174
2011-04-30,5,15,5,38,9,19,4,37,5,14,151
2011-07-31,9,16,4,33,6,9,6,42,8,10,143
2011-10-31,21,16,8,26,15,12,10,44,11,30,193
2012-01-31,27,23,13,17,9,8,4,34,13,22,170
2012-04-30,6,21,11,25,8,12,9,31,8,23,154
2012-07-31,13,22,3,21,5,11,5,40,9,11,140
2012-10-31,21,14,3,24,10,17,13,53,11,20,186
2013-01-31,21,18,7,33,8,16,5,25,9,17,159
2013-04-30,8,15,13,42,23,10,9,42,10,21,193
2013-07-31,7,25,8,49,14,16,7,111,11,31,279
2013-10-31,24,17,7,34,13,19,5,123,9,47,298
2014-01-31,16,11,8,38,10,9,6,52,9,37,196
2014-04-30,12,21,9,42,13,8,7,35,10,29,186
2014-07-31,8,26,7,35,8,7,4,25,3,11,134
2014-10-31,7,21,13,38,12,9,5,32,8,10,155
2015-01-31,6,15,8,35,13,8,9,21,11,8,134
2015-04-30,8,27,7,39,13,6,8,26,9,12,155
2015-07-31,8,13,4,41,9,8,8,19,9,6,125
2015-10-31,11,15,4,32,15,13,4,32,22,12,160
