,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,480,863,434,792,1143,368,355,1545,510,388,6878
2003-07-31,462,927,334,600,1321,339,376,1570,406,364,6699
2003-10-31,436,932,395,704,1078,445,419,1420,478,350,6657
2004-01-31,321,778,386,692,1055,395,332,1304,525,370,6158
2004-04-30,362,755,364,648,958,335,357,1379,486,323,5967
2004-07-31,330,884,336,742,1191,326,366,1621,445,421,6662
2004-10-31,376,773,322,661,1038,327,308,1549,426,357,6137
2005-01-31,343,844,322,631,894,320,282,1251,390,380,5657
2005-04-30,321,810,375,593,948,272,280,1324,427,339,5689
2005-07-31,450,968,350,719,1275,348,343,1542,321,425,6741
2005-10-31,490,944,384,694,1330,335,341,1435,429,390,6772
2006-01-31,428,846,350,594,1289,316,326,1386,471,424,6430
2006-04-30,353,988,345,621,1343,339,415,1531,478,396,6809
2006-07-31,342,1003,322,646,1377,334,352,1612,490,347,6825
2006-10-31,337,1036,412,724,1312,377,302,1692,508,390,7090
2007-01-31,289,840,417,542,1184,300,294,1492,509,389,6256
2007-04-30,364,969,306,556,1013,237,255,1343,340,343,5726
2007-07-31,365,1065,333,662,1205,320,365,1695,390,457,6857
2007-10-31,388,1007,323,683,1346,327,391,1663,484,534,7146
2008-01-31,377,858,304,639,976,307,449,1481,452,381,6224
2008-04-30,371,914,360,668,1063,321,441,1378,576,352,6444
2008-07-31,371,890,359,668,1019,335,407,1423,461,408,6341
2008-10-31,381,1081,385,746,1049,328,364,1569,462,456,6821
2009-01-31,312,998,309,661,1057,261,322,1340,359,352,5971
2009-04-30,295,884,325,579,1119,351,432,1306,464,339,6094
2009-07-31,323,974,349,623,1001,289,381,1449,427,361,6177
2009-10-31,375,1014,502,713,1003,326,372,1759,623,378,7065
2010-01-31,391,973,403,740,882,315,352,1554,461,362,6433
2010-04-30,362,687,398,701,666,328,276,1374,324,280,5396
2010-07-31,444,820,343,685,857,258,266,1675,361,306,6015
2010-10-31,407,961,521,745,848,243,357,1724,434,371,6611
2011-01-31,364,976,403,752,955,289,288,1573,451,366,6417
2011-04-30,336,864,446,773,871,299,323,1379,582,352,6225
2011-07-31,297,944,345,851,799,371,320,1552,473,401,6353
2011-10-31,381,852,452,857,890,355,348,1611,455,351,6552
2012-01-31,449,869,413,877,1094,395,347,1590,435,398,6867
2012-04-30,435,867,439,798,838,376,390,1585,467,361,6556
2012-07-31,462,1113,388,972,958,504,490,1832,513,401,7633
2012-10-31,520,1185,514,1040,1360,484,544,2312,610,408,8977
2013-01-31,451,1195,529,830,1617,491,382,2052,539,456,8542
2013-04-30,466,1027,602,1078,1377,445,559,1897,594,408,8453
2013-07-31,571,1209,491,1045,1201,590,554,2004,584,490,8739
2013-10-31,630,1500,504,1186,1616,545,626,2767,620,458,10452
2014-01-31,576,1174,486,1012,1474,441,548,2119,475,472,8777
2014-04-30,483,1189,438,1002,1326,562,513,2100,539,440,8592
2014-07-31,499,1454,532,669,1223,550,490,2312,567,465,8761
2014-10-31,460,1593,590,743,1972,642,591,2886,574,496,10547
2015-01-31,607,1712,533,724,1942,521,623,3054,607,549,10872
2015-04-30,537,1677,525,565,1939,564,867,2756,585,556,10571
2015-07-31,576,1958,555,638,2036,696,748,2862,864,519,11452
2015-10-31,570,1794,470,576,1711,555,718,2856,618,461,10329
