,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2004-01-31,229,70,191,169,105,70,74,141,96,124,1269
2005-01-31,239,72,180,185,133,64,48,143,89,105,1258
2006-01-31,269,80,201,196,140,65,40,135,96,125,1347
2007-01-31,248,80,189,200,131,63,49,127,110,112,1309
2008-01-31,250,81,192,193,115,57,44,166,107,123,1328
2009-01-31,246,77,217,204,149,55,45,154,102,170,1419
2010-01-31,299,69,210,185,135,65,56,195,84,164,1462
2011-01-31,249,54,170,196,118,50,59,199,96,114,1305
2012-01-31,273,81,181,199,117,65,52,201,81,102,1352
2013-01-31,293,86,192,232,124,66,53,190,99,127,1462
2014-01-31,341,76,150,301,125,47,57,232,79,149,1557
2015-01-31,341,95,178,287,155,63,35,203,76,152,1585
