,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,106,28,91,73,46,36,41,68,51,55,595
2004-01-31,123,42,100,96,59,34,33,73,45,69,674
2004-07-31,132,32,93,98,75,35,36,69,46,53,669
2005-01-31,107,40,87,87,58,29,12,74,43,52,589
2005-07-31,135,45,88,97,66,39,17,68,41,57,653
2006-01-31,134,35,113,99,74,26,23,67,55,68,694
2006-07-31,131,41,91,96,58,30,32,61,65,70,675
2007-01-31,117,39,98,104,73,33,17,66,45,42,634
2007-07-31,110,40,95,94,72,27,24,85,44,46,637
2008-01-31,140,41,97,99,43,30,20,81,63,77,691
2008-07-31,132,41,106,92,70,25,21,84,50,59,680
2009-01-31,114,36,111,112,79,30,24,70,52,111,739
2009-07-31,132,38,114,103,62,36,28,97,46,91,747
2010-01-31,167,31,96,82,73,29,28,98,38,73,715
2010-07-31,152,25,115,93,59,18,22,106,35,47,672
2011-01-31,97,29,55,103,59,32,37,93,61,67,633
2011-07-31,136,30,81,97,56,25,20,98,49,48,640
2012-01-31,137,51,100,102,61,40,32,103,32,54,712
2012-07-31,156,40,90,110,67,28,29,78,41,68,707
2013-01-31,137,46,102,122,57,38,24,112,58,59,755
2013-07-31,176,29,73,156,55,26,35,118,41,74,783
2014-01-31,165,47,77,145,70,21,22,114,38,75,774
2014-07-31,204,42,91,127,91,34,21,80,36,87,813
2015-01-31,137,53,87,160,64,29,14,123,40,65,772
2015-07-31,161,66,85,158,67,15,25,126,25,84,812
