,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2007-11-30,46,32,40,44,44,21,31,58,36,38,390
2007-12-31,45,30,45,46,28,25,24,44,35,34,356
2008-01-31,49,32,39,58,45,20,30,61,48,32,414
2008-02-29,45,44,37,35,26,18,31,60,35,25,356
2008-03-31,59,25,48,55,37,23,24,73,52,27,423
2008-04-30,45,44,40,56,41,18,36,47,30,28,385
2008-05-31,40,35,43,43,37,19,24,61,50,31,383
2008-06-30,48,35,35,45,48,9,23,50,38,33,364
2008-07-31,56,40,39,45,49,23,29,82,47,29,439
2008-08-31,43,36,39,56,44,25,19,45,41,28,376
2008-09-30,61,41,50,47,44,21,31,51,33,24,403
2008-10-31,56,46,58,53,41,33,31,58,47,27,450
2008-11-30,48,27,45,46,43,28,27,45,41,30,380
2008-12-31,43,30,41,49,33,24,28,51,49,30,378
2009-01-31,46,46,30,41,37,24,28,57,45,43,397
2009-02-28,44,32,30,45,40,22,23,45,57,28,366
2009-03-31,70,26,48,53,41,31,40,46,63,35,453
2009-04-30,40,37,39,51,38,26,27,53,55,37,403
2009-05-31,53,26,40,52,36,17,40,58,43,26,391
2009-06-30,44,27,23,38,33,9,28,46,33,24,305
2009-07-31,46,35,36,45,46,23,18,56,43,27,375
2009-08-31,43,32,38,57,41,28,22,44,38,28,371
2009-09-30,51,29,51,53,45,19,32,56,40,26,402
2009-10-31,48,37,39,57,59,24,40,65,42,28,439
2009-11-30,58,32,33,50,42,12,21,62,37,35,382
2009-12-31,41,18,35,47,44,21,29,47,39,22,343
2010-01-31,36,30,26,47,44,19,31,50,42,35,360
2010-02-28,56,25,29,46,28,29,32,61,34,27,367
2010-03-31,52,41,34,55,42,24,40,61,40,48,437
2010-04-30,55,50,54,50,44,22,29,83,49,62,498
2010-05-31,85,64,59,66,45,24,44,96,58,50,591
2010-06-30,56,39,54,51,32,20,20,108,42,59,481
2010-07-31,43,53,37,64,39,25,27,110,43,51,492
2010-08-31,60,45,47,74,49,18,35,94,56,58,536
2010-09-30,67,52,60,59,51,29,39,139,69,59,624
2010-10-31,73,55,57,73,56,35,35,117,55,63,619
2010-11-30,70,41,42,52,46,17,30,90,49,47,484
2010-12-31,56,49,50,50,62,23,31,83,47,64,515
2011-01-31,75,50,63,61,64,27,36,102,49,47,574
2011-02-28,54,43,35,42,57,25,40,76,29,42,443
2011-03-31,75,53,48,50,45,37,34,78,38,63,521
2011-04-30,75,59,47,64,56,32,22,89,51,54,549
2011-05-31,85,42,52,87,53,23,26,102,49,59,578
2011-06-30,63,39,48,59,68,28,25,104,41,49,524
2011-07-31,52,49,37,67,61,31,34,94,37,60,522
2011-08-31,65,42,45,55,67,34,32,95,43,40,518
2011-09-30,65,54,42,85,60,28,27,74,49,35,519
2011-10-31,86,48,60,59,72,32,27,78,48,40,550
2011-11-30,66,41,42,54,52,19,26,78,48,32,458
2011-12-31,57,53,54,61,49,21,33,58,31,34,451
2012-01-31,71,55,40,63,61,29,37,85,50,44,535
2012-02-29,52,61,40,52,51,24,47,84,38,39,488
2012-03-31,67,65,46,69,67,27,34,67,48,36,526
2012-04-30,50,62,54,33,44,18,34,111,38,38,482
2012-05-31,52,46,50,65,59,22,41,93,38,44,510
2012-06-30,59,54,30,63,50,34,35,70,39,39,473
2012-07-31,73,57,34,56,58,26,25,83,37,15,464
2012-08-31,82,42,25,63,60,29,37,77,56,24,495
2012-09-30,53,59,32,55,52,39,41,97,34,34,496
2012-10-31,66,50,37,61,49,30,32,94,53,36,508
2012-11-30,46,30,34,55,58,33,38,84,37,25,440
2012-12-31,50,44,33,64,44,31,44,63,40,30,443
2013-01-31,48,57,36,56,49,17,39,78,39,33,452
2013-02-28,65,49,43,38,51,28,25,79,20,41,439
2013-03-31,71,47,49,58,45,24,34,95,33,41,497
2013-04-30,73,42,41,61,53,22,25,95,34,50,496
2013-05-31,58,32,53,51,56,35,42,85,29,46,487
2013-06-30,64,40,53,60,43,30,36,96,38,35,495
2013-07-31,56,47,37,47,60,26,30,84,35,40,462
2013-08-31,74,38,45,54,44,24,30,103,45,31,488
2013-09-30,54,47,43,84,52,30,35,85,39,41,510
2013-10-31,54,38,46,73,47,17,39,89,41,43,487
2013-11-30,69,43,41,73,48,24,40,94,37,54,523
2013-12-31,50,28,30,31,43,17,27,63,28,24,341
2014-01-31,56,43,39,55,42,27,31,87,39,42,461
2014-02-28,64,28,37,56,47,27,18,44,36,40,397
2014-03-31,58,43,55,69,38,22,32,80,33,50,480
2014-04-30,58,31,31,56,57,23,24,67,28,35,410
2014-05-31,44,40,36,57,48,22,38,70,43,48,446
2014-06-30,61,38,36,53,44,18,24,93,34,42,443
2014-07-31,48,46,31,49,49,20,30,52,27,50,402
2014-08-31,63,48,28,64,57,22,36,71,43,34,466
2014-09-30,45,45,48,65,48,22,29,82,32,43,459
2014-10-31,59,57,31,75,41,29,34,79,43,37,485
2014-11-30,40,41,50,50,52,11,27,61,34,39,405
2014-12-31,25,46,39,49,42,8,26,59,44,38,376
2015-01-31,48,43,44,51,36,16,33,90,41,43,445
2015-02-28,58,47,35,50,35,28,33,59,37,43,425
2015-03-31,60,45,45,82,41,20,29,86,36,40,484
2015-04-30,39,35,55,53,35,22,27,91,34,39,430
2015-05-31,56,33,54,68,52,19,32,68,50,40,472
2015-06-30,45,52,41,64,48,17,15,73,48,38,441
2015-07-31,53,56,46,69,50,11,24,80,33,37,459
2015-08-31,57,49,26,65,51,24,32,80,41,28,453
2015-09-30,47,37,46,66,30,22,29,91,45,38,451
2015-10-31,48,46,49,79,56,20,41,80,36,40,495
2015-11-30,44,47,42,67,37,22,26,86,46,29,446
