,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,461,299,294,710,503,188,101,988,226,751,4521
2004-01-31,521,312,292,681,544,200,100,974,196,711,4531
2004-07-31,552,313,228,708,598,189,92,878,185,627,4370
2005-01-31,447,253,205,507,402,201,78,700,142,542,3477
2005-07-31,412,212,205,585,381,176,70,693,131,550,3415
2006-01-31,370,184,209,513,400,175,60,665,155,572,3303
2006-07-31,352,207,220,549,445,153,60,665,128,507,3286
2007-01-31,342,207,211,543,419,188,73,643,106,541,3273
2007-07-31,386,208,248,586,401,174,78,646,123,635,3485
2008-01-31,363,245,206,606,328,196,81,707,153,700,3585
2008-07-31,269,212,167,466,273,124,63,647,135,656,3012
2009-01-31,215,159,143,433,265,112,49,573,95,553,2597
2009-07-31,217,170,158,435,319,132,68,626,107,603,2835
2010-01-31,264,164,173,462,298,185,76,689,103,594,3008
2010-07-31,253,180,186,455,319,164,69,738,93,541,2998
2011-01-31,322,205,191,499,288,169,57,875,94,555,3255
2011-07-31,311,200,188,464,334,199,80,740,116,567,3199
2012-01-31,321,230,184,467,326,157,87,703,99,568,3142
2012-07-31,292,237,174,426,295,194,82,675,138,550,3063
2013-01-31,336,197,147,532,321,225,96,731,164,529,3278
2013-07-31,360,228,220,542,371,233,112,909,149,613,3737
2014-01-31,313,254,236,567,340,261,109,853,111,575,3619
2014-07-31,429,258,220,520,363,264,91,666,110,516,3437
2015-01-31,356,286,215,579,322,218,101,655,131,407,3270
2015-07-31,318,327,268,610,302,171,106,564,148,499,3313
