,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,200,143,214,249,211,71,67,202,103,140,1600
2004-01-31,161,115,229,253,206,71,68,223,112,162,1600
2004-07-31,204,139,194,249,241,77,89,246,128,148,1715
2005-01-31,200,133,198,263,228,89,71,256,108,153,1699
2005-07-31,192,150,204,213,211,58,64,292,104,158,1646
2006-01-31,228,157,243,297,238,83,82,323,129,187,1967
2006-07-31,292,188,266,331,268,94,64,335,154,186,2178
2007-01-31,248,133,200,320,229,72,57,349,131,172,1911
2007-07-31,266,161,240,306,157,66,51,330,141,198,1916
2008-01-31,346,183,319,316,201,57,68,329,147,198,2164
2008-07-31,330,174,287,348,212,72,69,302,161,167,2122
2009-01-31,302,165,259,294,233,97,52,334,127,202,2065
2009-07-31,235,123,232,313,178,89,57,254,110,154,1745
2010-01-31,210,136,224,251,254,92,71,315,108,138,1799
2010-07-31,180,144,171,233,208,66,63,280,98,150,1593
2011-01-31,234,142,207,267,185,48,58,344,104,154,1743
2011-07-31,159,157,193,253,172,60,46,295,111,162,1608
2012-01-31,176,157,195,311,204,84,42,363,98,154,1784
2012-07-31,186,171,178,268,222,69,45,341,104,192,1776
2013-01-31,236,207,259,324,266,105,71,464,107,219,2258
2013-07-31,196,177,214,405,245,93,76,395,131,206,2138
2014-01-31,180,189,188,317,214,94,71,378,99,221,1951
2014-07-31,161,199,188,278,186,50,43,257,83,194,1639
2015-01-31,135,234,213,277,190,63,71,346,107,222,1858
2015-07-31,194,208,210,269,222,82,46,348,86,209,1874
