,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-02-28,81,33,44,222,70,23,12,195,27,219,926
2003-03-31,46,29,30,137,76,25,7,159,16,170,695
2003-04-30,74,41,36,166,61,56,10,210,18,236,908
2003-05-31,92,27,11,179,61,23,12,210,19,228,862
2003-06-30,75,10,25,166,60,35,14,136,23,205,749
2003-07-31,60,23,30,183,78,21,15,164,18,203,795
2003-08-31,61,21,37,209,48,22,16,205,19,230,868
2003-09-30,48,33,30,188,45,57,17,176,22,230,846
2003-10-31,101,28,30,139,78,43,19,179,19,208,844
2003-11-30,88,24,24,137,49,25,12,115,19,220,713
2003-12-31,65,29,25,139,55,23,3,110,15,242,706
2004-01-31,94,33,39,202,81,41,17,156,18,291,972
2004-02-29,127,25,33,196,79,34,3,157,11,279,944
2004-03-31,94,36,35,179,68,25,19,153,7,293,909
2004-04-30,73,27,27,171,68,22,13,151,13,200,765
2004-05-31,145,29,25,174,84,27,10,158,9,246,907
2004-06-30,104,25,26,125,60,12,12,85,22,151,622
2004-07-31,84,25,33,187,60,28,14,123,29,194,777
2004-08-31,94,14,50,194,76,25,12,126,34,254,879
2004-09-30,62,26,26,153,72,31,9,134,35,280,828
2004-10-31,103,32,22,124,74,39,10,157,31,264,856
2004-11-30,66,24,26,125,85,28,13,108,10,215,700
2004-12-31,77,28,17,100,61,18,22,158,17,240,738
2005-01-31,53,19,25,137,60,41,14,138,17,336,840
2005-02-28,57,14,24,157,55,26,15,125,26,208,707
2005-03-31,84,29,32,195,64,29,6,125,20,245,829
2005-04-30,53,11,28,157,59,37,11,111,14,253,734
2005-05-31,42,16,20,128,64,26,3,79,23,245,646
2005-06-30,85,16,19,127,58,28,6,80,19,223,661
2005-07-31,57,12,30,92,40,24,3,81,20,240,599
2005-08-31,66,16,22,121,57,36,4,94,16,289,721
2005-09-30,50,10,18,114,69,22,5,101,20,277,686
2005-10-31,87,12,30,143,70,45,7,104,14,288,800
2005-11-30,84,10,43,110,85,25,8,105,18,216,704
2005-12-31,67,10,27,99,67,17,8,63,22,226,606
2006-01-31,62,17,28,165,59,41,13,127,14,248,774
2006-02-28,61,23,48,186,71,41,6,91,10,226,763
2006-03-31,67,13,21,167,99,31,10,112,20,228,768
2006-04-30,56,18,22,191,75,22,15,104,11,167,681
2006-05-31,79,27,44,128,57,24,13,96,24,195,687
2006-06-30,86,14,33,122,55,44,24,87,17,217,699
2006-07-31,68,10,36,178,58,30,6,115,13,232,746
2006-08-31,89,23,25,235,99,73,17,142,28,257,988
2006-09-30,65,26,27,145,99,27,14,87,20,224,734
2006-10-31,67,18,23,161,95,30,24,111,18,250,797
2006-11-30,56,18,24,140,79,23,19,119,14,260,752
2006-12-31,64,21,30,119,62,24,6,113,14,227,680
2007-01-31,64,33,54,156,117,41,16,138,17,328,964
2007-02-28,83,23,41,175,125,43,18,183,8,340,1039
2007-03-31,80,25,36,141,112,66,23,158,8,264,913
2007-04-30,59,13,59,133,83,52,13,126,25,295,858
2007-05-31,55,23,45,93,67,55,14,137,19,307,815
2007-06-30,49,20,23,92,61,54,14,166,16,251,746
2007-07-31,48,20,36,103,45,22,14,174,26,260,748
2007-08-31,49,14,36,98,60,51,18,138,20,266,750
2007-09-30,78,31,35,130,56,47,20,118,19,328,862
2007-10-31,64,42,30,152,63,47,20,141,24,414,997
2007-11-30,89,39,53,154,68,54,10,149,17,430,1063
2007-12-31,75,21,26,121,64,44,0,130,17,307,805
2008-01-31,55,29,31,170,81,33,4,176,32,393,1004
2008-02-29,86,35,29,149,80,41,15,154,29,445,1063
2008-03-31,83,30,26,171,102,25,9,191,31,422,1090
2008-04-30,31,19,38,137,60,52,17,124,22,321,821
2008-05-31,58,35,25,117,57,63,15,145,43,362,920
2008-06-30,37,22,28,105,43,30,6,163,19,348,801
2008-07-31,60,48,47,130,49,47,8,175,35,473,1072
2008-08-31,36,35,36,133,56,38,12,134,29,413,922
2008-09-30,34,42,35,160,32,44,7,173,21,381,929
2008-10-31,36,35,46,167,53,48,15,212,46,465,1123
2008-11-30,46,39,32,117,53,34,11,194,21,497,1044
2008-12-31,33,32,42,116,46,34,20,134,26,376,859
2009-01-31,55,34,20,173,78,47,11,147,50,440,1055
2009-02-28,78,34,37,147,72,32,5,152,35,331,923
2009-03-31,62,52,42,144,91,43,17,226,41,540,1258
2009-04-30,30,37,43,112,91,77,19,189,37,485,1120
2009-05-31,51,30,47,110,49,68,9,163,38,400,965
2009-06-30,40,27,31,106,57,40,11,124,26,351,813
2009-07-31,36,11,26,90,55,48,31,166,33,319,815
2009-08-31,79,26,23,113,80,52,11,198,33,616,1231
2009-09-30,80,42,27,158,72,48,14,240,41,425,1147
2009-10-31,76,47,36,117,61,54,20,140,34,347,932
2009-11-30,55,29,23,109,47,84,23,174,32,341,917
2009-12-31,71,27,52,131,55,37,16,120,26,239,774
2010-01-31,61,22,47,155,64,68,23,155,35,259,889
2010-02-28,75,14,53,108,44,57,25,161,12,229,778
2010-03-31,77,46,48,135,73,36,26,165,21,354,981
2010-04-30,39,12,47,92,82,40,13,123,22,230,700
2010-05-31,58,22,61,137,91,29,22,142,23,281,866
2010-06-30,55,30,73,145,63,25,5,154,14,226,790
2010-07-31,53,24,33,94,82,13,24,144,13,217,697
2010-08-31,42,28,41,119,47,50,21,147,26,250,771
2010-09-30,71,22,51,99,57,36,17,140,22,242,757
2010-10-31,46,24,48,126,59,32,20,166,18,222,761
2010-11-30,31,14,32,97,43,36,11,112,19,183,578
2010-12-31,54,7,43,79,51,43,11,134,21,194,637
2011-01-31,64,30,33,116,63,40,14,140,25,222,747
2011-02-28,67,16,32,93,69,20,6,147,27,249,726
2011-03-31,44,16,41,83,50,38,15,117,22,185,611
2011-04-30,40,14,31,76,44,37,20,113,18,170,563
2011-05-31,36,13,19,71,45,35,15,101,22,223,580
2011-06-30,77,9,47,77,55,42,3,103,22,200,635
2011-07-31,67,12,23,65,40,23,10,89,22,181,532
2011-08-31,59,4,10,82,36,34,13,78,22,164,502
2011-09-30,67,20,27,84,57,24,15,114,18,188,614
2011-10-31,40,23,14,85,34,18,16,80,27,154,491
2011-11-30,49,12,28,73,61,34,10,72,20,138,497
2011-12-31,49,19,31,75,34,12,6,73,15,123,437
2012-01-31,59,26,21,73,49,29,17,91,17,239,621
2012-02-29,62,23,31,72,54,30,12,101,16,183,584
2012-03-31,75,24,32,107,48,93,24,89,19,165,676
2012-04-30,45,23,30,55,43,36,10,78,24,174,518
2012-05-31,61,14,28,64,43,18,20,94,15,211,568
2012-06-30,55,23,14,65,33,39,7,66,14,153,469
2012-07-31,60,16,19,59,53,24,17,67,13,134,462
2012-08-31,54,20,25,88,51,31,18,58,14,159,518
2012-09-30,56,18,28,41,42,30,27,82,18,146,488
2012-10-31,56,8,37,83,46,48,7,70,29,150,534
2012-11-30,62,16,25,66,46,24,16,67,34,156,512
2012-12-31,48,17,26,70,48,18,14,78,27,149,495
2013-01-31,55,15,27,79,68,40,15,108,20,186,613
2013-02-28,57,17,28,91,59,31,15,93,23,166,580
2013-03-31,62,9,40,78,64,43,18,132,22,167,635
2013-04-30,53,17,40,99,72,43,6,112,19,135,596
2013-05-31,49,18,37,94,57,26,20,148,11,163,623
2013-06-30,38,11,23,101,49,25,14,139,22,106,528
2013-07-31,47,23,15,94,67,21,16,116,7,178,584
2013-08-31,63,22,33,80,69,32,13,110,7,135,564
2013-09-30,48,20,17,79,75,22,14,94,20,167,556
2013-10-31,46,34,30,90,55,39,17,86,28,153,578
2013-11-30,54,32,33,77,52,27,11,85,12,115,498
2013-12-31,34,19,20,74,32,30,12,74,11,116,422
2014-01-31,27,31,30,91,47,53,12,119,12,144,566
2014-02-28,44,17,41,85,46,32,24,101,12,153,555
2014-03-31,41,47,41,79,58,38,12,85,17,125,543
2014-04-30,34,37,15,60,60,63,11,114,13,94,501
2014-05-31,44,34,14,59,68,40,23,74,8,122,486
2014-06-30,36,31,23,67,40,17,22,77,9,89,411
2014-07-31,41,24,26,74,68,28,9,82,8,110,470
2014-08-31,34,36,32,76,67,19,20,84,14,85,467
2014-09-30,45,32,26,71,58,34,9,83,13,99,470
2014-10-31,42,33,21,66,38,12,13,44,20,85,374
2014-11-30,31,16,25,58,42,19,7,55,13,66,332
2014-12-31,21,12,11,40,21,7,8,42,10,62,234
2015-01-31,40,15,36,60,55,41,2,51,10,99,409
2015-02-28,16,24,18,49,35,8,4,53,16,90,313
2015-03-31,51,26,25,66,41,7,3,55,11,119,404
2015-04-30,38,27,19,43,32,15,4,58,9,66,311
2015-05-31,35,14,18,50,43,23,4,39,6,66,298
2015-06-30,33,15,9,49,33,11,8,54,3,83,298
2015-07-31,29,6,10,47,39,11,4,41,10,97,294
2015-08-31,42,18,23,44,38,22,4,76,10,102,379
2015-09-30,21,18,18,81,50,5,9,71,8,91,372
2015-10-31,48,20,15,60,49,42,7,49,12,93,395
2015-11-30,57,19,20,69,51,35,8,70,14,121,464
