,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2004-01-31,15638,13712,14035,21203,19109,8206,7664,25538,11452,12749,149306
2005-01-31,15741,13716,13979,20794,18489,8235,7725,24698,12022,12003,147402
2006-01-31,15082,13263,13157,19405,18808,8054,7215,23010,11620,12065,141679
2007-01-31,14190,13095,12708,18995,18543,7826,6436,23180,10781,11867,137621
2008-01-31,14058,13333,12569,18557,16325,7236,6662,24283,10088,14911,138022
2009-01-31,13909,13566,12139,19868,16064,7165,6810,24162,10720,16853,141256
2010-01-31,13761,12933,12247,18837,15826,7586,6841,24404,10281,16586,139302
2011-01-31,14087,12340,12401,18151,14252,6843,6531,26194,9309,13681,133789
2012-01-31,13950,12704,11882,18139,14655,7664,6624,24702,9909,12472,132701
2013-01-31,14528,14198,12586,18878,16631,8841,7805,26080,10633,11802,141982
2014-01-31,14759,14896,13160,21360,18025,9509,8475,29252,10612,12791,152839
2015-01-31,13854,17561,12941,19243,18559,9258,8087,29203,10678,11452,150836
