,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2009-05-31,8,5,7,17,12,3,0,10,8,29,99
2009-06-30,5,11,7,9,8,2,3,15,3,27,90
2009-07-31,10,7,2,19,7,8,1,18,5,27,104
2009-08-31,9,4,6,10,10,7,3,18,4,43,114
2009-09-30,10,11,7,12,8,9,1,20,3,27,108
2009-10-31,9,5,9,31,8,3,3,14,3,29,114
2009-11-30,8,15,4,11,9,3,3,21,4,21,99
2009-12-31,12,5,1,15,9,9,2,18,2,19,92
2010-01-31,7,6,7,12,6,2,2,19,9,12,82
2010-02-28,9,4,6,11,8,7,2,19,5,31,102
2010-03-31,6,11,0,11,4,3,5,18,3,41,102
2010-04-30,6,20,7,12,6,5,4,18,6,36,120
2010-05-31,11,6,6,11,7,6,1,13,1,46,108
2010-06-30,8,6,4,3,4,3,0,28,5,32,93
2010-07-31,5,1,6,5,5,4,4,13,4,24,71
2010-08-31,5,10,6,10,6,4,3,17,2,23,86
2010-09-30,11,17,0,18,4,8,3,31,2,21,115
2010-10-31,6,12,7,14,4,2,2,28,3,30,108
2010-11-30,14,7,5,4,11,3,3,10,4,19,80
2010-12-31,11,11,5,15,5,3,3,12,7,11,83
2011-01-31,10,3,6,11,8,9,4,16,0,18,85
2011-02-28,4,4,6,8,5,4,1,10,5,14,61
2011-03-31,3,10,4,11,8,2,3,14,5,12,72
2011-04-30,2,8,1,5,9,4,3,15,5,32,84
2011-05-31,9,14,7,7,3,2,2,13,5,33,95
2011-06-30,7,12,10,5,8,2,2,26,6,16,94
2011-07-31,10,10,7,5,7,6,3,19,6,34,107
2011-08-31,6,10,2,13,7,1,11,34,2,30,116
2011-09-30,6,13,5,10,12,2,2,15,4,28,97
2011-10-31,5,8,2,11,12,3,3,15,2,13,74
2011-11-30,6,15,6,5,10,4,4,13,5,23,91
2011-12-31,6,12,3,14,18,1,3,9,7,23,96
2012-01-31,7,20,5,12,10,4,9,15,8,15,105
2012-02-29,2,12,6,11,9,4,3,15,7,27,96
2012-03-31,6,16,5,13,8,4,5,20,12,21,110
2012-04-30,9,25,6,10,23,4,3,16,6,36,138
2012-05-31,5,9,2,18,21,6,5,30,4,36,136
2012-06-30,8,11,6,11,15,2,3,26,6,11,99
2012-07-31,6,12,2,12,25,1,0,12,1,21,92
2012-08-31,13,15,5,12,19,10,4,20,5,17,120
2012-09-30,12,13,9,6,11,8,0,30,2,22,113
2012-10-31,10,8,5,13,14,5,5,21,5,23,109
2012-11-30,4,14,2,10,16,5,2,18,5,16,92
2012-12-31,2,9,2,10,10,5,1,12,9,18,78
2013-01-31,4,9,1,16,12,3,2,12,4,21,84
2013-02-28,10,13,6,12,17,5,2,9,6,23,103
2013-03-31,8,10,11,15,29,8,4,36,6,16,143
2013-04-30,2,15,7,12,9,1,2,25,8,15,96
2013-05-31,1,12,4,5,11,7,4,28,15,6,93
2013-06-30,6,6,6,12,11,6,2,21,4,12,86
2013-07-31,7,14,4,11,18,2,6,27,1,17,107
2013-08-31,3,11,6,14,6,4,3,13,6,6,72
2013-09-30,4,12,4,9,7,6,4,21,8,3,78
2013-10-31,10,20,4,12,6,5,2,18,6,9,92
2013-11-30,7,9,4,20,13,4,5,18,10,7,97
2013-12-31,6,12,3,13,9,2,1,15,4,13,78
2014-01-31,8,22,5,5,13,7,5,19,5,7,96
2014-02-28,5,15,5,6,8,8,3,18,8,8,84
2014-03-31,18,16,4,14,18,6,4,20,5,12,117
2014-04-30,7,22,3,11,7,5,3,13,3,10,84
2014-05-31,5,21,6,14,18,1,1,16,5,8,95
2014-06-30,8,12,3,20,12,0,3,20,3,9,90
2014-07-31,17,19,2,14,12,2,4,13,4,5,92
2014-08-31,8,21,4,26,12,4,2,13,3,8,101
2014-09-30,7,11,6,22,9,7,4,13,6,12,97
2014-10-31,5,12,5,19,8,4,2,16,5,8,84
2014-11-30,5,10,1,23,7,1,4,12,12,8,83
2014-12-31,12,13,9,11,16,3,6,17,9,6,102
2015-01-31,6,22,4,24,13,7,3,29,8,16,132
2015-02-28,3,16,5,18,13,2,3,13,4,7,84
2015-03-31,8,18,4,13,11,5,5,19,2,2,87
2015-04-30,8,19,6,14,12,5,6,11,7,7,95
2015-05-31,4,19,6,20,21,4,5,32,8,10,129
2015-06-30,5,23,3,27,19,3,1,34,6,16,137
2015-07-31,10,11,2,13,20,4,3,23,7,10,103
2015-08-31,7,14,5,17,15,6,3,37,13,8,125
2015-09-30,6,22,7,17,23,5,6,31,9,7,133
2015-10-31,11,17,6,17,16,3,7,23,6,3,109
2015-11-30,9,15,13,23,25,3,0,31,4,8,131
