,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,376,264,418,402,454,180,279,385,379,147,3284
2004-01-31,395,295,431,353,423,148,221,378,383,116,3143
2004-07-31,422,277,417,410,419,198,236,444,399,113,3335
2005-01-31,377,306,383,397,439,182,238,381,303,107,3113
2005-07-31,438,316,402,417,474,206,280,486,434,98,3551
2006-01-31,440,389,386,397,513,207,259,446,415,118,3570
2006-07-31,446,396,465,426,558,212,275,579,409,138,3904
2007-01-31,412,337,563,455,527,214,265,482,447,129,3831
2007-07-31,457,381,486,444,475,215,289,566,398,139,3850
2008-01-31,455,350,463,421,462,217,274,491,414,163,3710
2008-07-31,517,370,460,417,456,196,266,408,461,115,3666
2009-01-31,457,338,416,447,487,163,254,445,455,128,3590
2009-07-31,482,325,453,428,469,216,229,421,388,119,3530
2010-01-31,554,368,540,517,516,220,299,594,468,144,4220
2010-07-31,550,331,476,483,433,248,254,655,405,133,3968
2011-01-31,538,362,588,454,385,199,275,574,444,108,3927
2011-07-31,462,357,501,465,341,235,286,503,455,122,3727
2012-01-31,410,343,396,422,374,213,265,537,385,113,3458
2012-07-31,477,372,438,507,356,251,265,612,405,117,3800
2013-01-31,420,463,407,538,465,247,258,696,340,135,3969
2013-07-31,422,390,344,454,390,231,276,497,316,147,3467
2014-01-31,364,358,328,517,404,204,235,588,309,158,3465
2014-07-31,369,402,398,341,385,209,221,595,389,175,3484
2015-01-31,425,473,385,360,462,193,215,756,312,140,3721
2015-07-31,419,570,482,371,448,223,216,676,315,161,3881
