,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2004-01-31,2127,1178,2357,2164,1904,1217,1109,1407,1731,366,15560
2005-01-31,2199,1409,2921,2328,1928,1400,1552,1595,2534,332,18198
2006-01-31,2189,1361,2584,2234,2181,1353,1400,1395,2073,348,17118
2007-01-31,898,591,1202,978,805,529,503,652,917,130,7205
2008-01-31,781,627,937,865,723,425,606,616,776,100,6456
2009-01-31,798,506,841,875,766,442,461,618,676,96,6079
2010-01-31,668,403,875,748,582,350,303,487,505,83,5004
2011-01-31,659,326,802,537,464,300,272,377,487,95,4319
2012-01-31,680,381,801,713,572,401,356,420,446,81,4851
2013-01-31,781,497,1316,845,722,524,499,512,513,69,6278
2014-01-31,852,445,1289,807,763,372,488,441,665,113,6235
2015-01-31,951,563,1427,1026,831,515,453,598,691,138,7193
