,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,101,81,111,113,104,43,39,109,57,76,834
2003-07-31,99,62,103,136,107,28,28,93,46,64,766
2003-10-31,76,64,115,130,98,36,39,121,54,90,823
2004-01-31,85,51,114,123,108,35,29,102,58,72,777
2004-04-30,90,65,112,118,127,35,56,118,73,58,852
2004-07-31,114,74,82,131,114,42,33,128,55,90,863
2004-10-31,99,64,84,137,107,51,29,136,59,77,843
2005-01-31,101,69,114,126,121,38,42,120,49,76,856
2005-04-30,69,66,99,103,98,31,32,144,49,76,767
2005-07-31,123,84,105,110,113,27,32,148,55,82,879
2005-10-31,114,82,134,170,124,44,46,156,70,91,1031
2006-01-31,114,75,109,127,114,39,36,167,59,96,936
2006-04-30,134,90,127,151,128,44,34,145,83,80,1016
2006-07-31,158,98,139,180,140,50,30,190,71,106,1162
2006-10-31,126,78,102,170,120,40,28,196,69,97,1026
2007-01-31,122,55,98,150,109,32,29,153,62,75,885
2007-04-30,107,73,117,141,73,32,30,151,65,95,884
2007-07-31,159,88,123,165,84,34,21,179,76,103,1032
2007-10-31,156,92,146,162,101,26,29,161,67,91,1031
2008-01-31,190,91,173,154,100,31,39,168,80,107,1133
2008-04-30,169,79,135,164,91,27,40,138,84,87,1014
2008-07-31,161,95,152,184,121,45,29,164,77,80,1108
2008-10-31,173,84,142,151,126,49,30,183,60,112,1110
2009-01-31,129,81,117,143,107,48,22,151,67,90,955
2009-04-30,89,66,91,146,89,51,26,106,67,66,797
2009-07-31,146,57,141,167,89,38,31,148,43,88,948
2009-10-31,113,73,104,128,149,44,40,165,54,84,954
2010-01-31,97,63,120,123,105,48,31,150,54,54,845
2010-04-30,99,78,90,98,116,41,31,125,50,77,805
2010-07-31,81,66,81,135,92,25,32,155,48,73,788
2010-10-31,132,63,81,151,82,20,22,178,42,85,856
2011-01-31,102,79,126,116,103,28,36,166,62,69,887
2011-04-30,78,77,91,115,84,20,18,133,54,81,751
2011-07-31,81,80,102,138,88,40,28,162,57,81,857
2011-10-31,79,76,97,163,97,30,19,193,55,79,888
2012-01-31,97,81,98,148,107,54,23,170,43,75,896
2012-04-30,96,92,81,124,102,28,24,160,53,85,845
2012-07-31,90,79,97,144,120,41,21,181,51,107,931
2012-10-31,94,100,115,176,130,48,33,233,54,113,1096
2013-01-31,142,107,144,148,136,57,38,231,53,106,1162
2013-04-30,97,80,106,180,124,37,38,150,64,96,972
2013-07-31,99,97,108,225,121,56,38,245,67,110,1166
2013-10-31,95,111,97,189,133,65,48,225,62,125,1150
2014-01-31,85,78,91,128,81,29,23,153,37,96,801
2014-04-30,64,88,75,134,85,27,21,111,40,92,737
2014-07-31,97,111,113,144,101,23,22,146,43,102,902
2014-10-31,65,121,105,142,89,39,34,164,55,114,928
2015-01-31,70,113,108,135,101,24,37,182,52,108,930
2015-04-30,97,126,112,139,109,42,15,182,44,118,984
2015-07-31,97,82,98,130,113,40,31,166,42,91,890
2015-10-31,87,120,100,183,108,32,58,161,47,83,979
