,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,29,37,49,39,25,16,7,35,33,21,291
2003-07-31,46,20,33,30,37,6,17,31,33,23,276
2003-10-31,73,27,46,54,43,10,19,24,51,22,369
2004-01-31,54,29,51,42,31,14,20,30,39,16,326
2004-04-30,76,32,63,49,31,6,16,35,42,13,363
2004-07-31,48,25,69,50,34,13,13,29,38,16,335
2004-10-31,47,22,47,50,35,10,14,37,45,18,325
2005-01-31,44,25,49,51,35,13,6,30,49,12,314
2005-04-30,40,21,37,37,20,6,15,29,31,11,247
2005-07-31,44,19,32,32,38,10,10,23,30,11,249
2005-10-31,49,21,18,37,31,19,10,22,27,18,252
2006-01-31,30,25,32,32,23,17,10,29,38,22,258
2006-04-30,65,27,35,43,33,14,22,39,39,20,337
2006-07-31,76,31,43,53,40,25,20,41,37,22,388
2006-10-31,70,29,56,59,39,23,17,32,40,16,381
2007-01-31,44,23,45,32,32,24,20,34,26,19,299
2007-04-30,83,28,47,57,48,14,15,52,34,27,405
2007-07-31,50,23,41,51,24,13,16,39,26,21,304
2007-10-31,68,18,64,48,41,18,24,48,50,36,415
2008-01-31,53,40,46,50,43,20,13,54,28,32,379
2008-04-30,48,34,44,36,54,15,15,35,23,31,335
2008-07-31,64,29,44,47,39,20,23,40,45,20,371
2008-10-31,65,23,64,59,44,21,16,48,35,41,416
2009-01-31,67,33,82,53,39,20,29,40,59,34,456
2009-04-30,73,30,64,71,50,19,20,48,38,45,458
2009-07-31,72,31,61,54,56,21,25,54,32,29,435
2009-10-31,86,44,55,64,51,24,25,52,40,34,475
2010-01-31,77,33,48,45,43,23,22,58,30,37,416
2010-04-30,75,29,50,54,48,12,19,65,31,35,418
2010-07-31,73,35,61,65,39,23,28,77,39,54,494
2010-10-31,79,40,54,74,49,29,39,65,42,40,511
2011-01-31,76,28,54,73,50,11,28,51,34,53,458
2011-04-30,100,38,57,56,48,13,17,72,47,37,485
2011-07-31,85,34,59,58,34,18,35,67,31,42,463
2011-10-31,78,31,42,57,52,22,13,51,37,60,443
2012-01-31,87,28,46,70,35,16,23,42,41,22,410
2012-04-30,71,35,60,69,39,25,20,53,53,28,453
2012-07-31,73,31,58,66,47,15,21,53,55,25,444
2012-10-31,81,36,69,75,51,24,30,67,42,32,507
2013-01-31,75,25,64,71,42,19,25,59,51,34,465
2013-04-30,90,31,79,89,36,24,25,68,40,36,518
2013-07-31,82,36,78,98,48,32,24,68,37,34,537
2013-10-31,86,23,57,84,56,19,17,61,58,43,504
2014-01-31,90,24,59,50,40,19,15,45,51,28,421
2014-04-30,71,39,58,60,51,27,34,69,52,36,497
2014-07-31,83,28,54,81,29,19,32,61,42,29,458
2014-10-31,75,34,46,66,59,14,29,68,58,39,488
2015-01-31,90,32,73,50,30,17,34,58,59,40,483
2015-04-30,85,41,96,65,46,28,24,60,67,41,553
2015-07-31,64,38,65,81,43,24,27,46,63,34,485
2015-10-31,69,47,87,56,40,25,33,63,72,31,523
