,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,222,210,245,237,246,111,179,265,223,140,2078
2004-01-31,254,205,257,272,246,109,149,276,205,135,2108
2004-07-31,296,174,266,283,250,124,147,284,230,139,2193
2005-01-31,282,230,284,284,254,131,143,331,239,168,2346
2005-07-31,275,177,280,269,218,125,152,353,314,152,2315
2006-01-31,294,197,256,254,261,151,154,347,266,202,2382
2006-07-31,337,197,255,291,263,119,149,385,270,173,2439
2007-01-31,313,216,241,279,261,108,167,355,250,164,2354
2007-07-31,314,216,296,288,222,114,159,346,218,208,2381
2008-01-31,297,198,248,289,248,129,173,358,257,213,2410
2008-07-31,293,223,242,279,238,110,167,373,252,173,2350
2009-01-31,297,226,263,292,242,155,164,307,256,182,2384
2009-07-31,297,183,216,284,234,128,176,304,294,177,2293
2010-01-31,277,178,222,311,275,123,175,324,238,174,2297
2010-07-31,347,272,267,332,230,144,192,519,266,297,2866
2011-01-31,401,292,319,369,328,149,206,625,325,338,3352
2011-07-31,404,285,267,369,340,176,181,543,245,327,3137
2012-01-31,410,293,283,377,361,163,182,468,269,225,3031
2012-07-31,353,345,254,338,329,151,216,508,238,211,2943
2013-01-31,345,282,197,354,312,179,231,493,259,182,2834
2013-07-31,387,257,276,315,308,165,192,534,189,253,2876
2014-01-31,357,237,244,370,276,139,202,521,229,235,2810
2014-07-31,333,226,226,340,283,132,166,406,201,265,2578
2015-01-31,280,280,240,354,276,108,185,442,237,234,2636
2015-07-31,311,268,276,386,261,117,160,457,238,237,2711
