,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2008-07-31,35,42,21,84,41,27,6,129,27,102,514
2008-08-31,26,20,25,75,33,19,9,99,13,91,410
2008-09-30,38,25,27,72,46,18,7,101,19,94,447
2008-10-31,39,33,28,76,48,22,9,106,10,102,473
2008-11-30,40,30,20,76,49,25,6,93,22,89,450
2008-12-31,42,23,25,59,47,11,11,80,10,87,395
2009-01-31,30,28,18,75,42,17,7,94,21,90,422
2009-02-28,37,16,24,70,47,22,3,97,19,64,399
2009-03-31,51,30,16,67,44,20,8,120,18,105,479
2009-04-30,27,27,30,71,64,23,15,104,31,122,514
2009-05-31,30,26,32,82,63,28,17,92,16,112,498
2009-06-30,28,39,22,68,54,16,12,99,9,90,437
2009-07-31,44,32,34,77,47,23,13,114,14,110,508
2009-08-31,31,28,32,94,66,33,15,141,11,149,600
2009-09-30,37,31,22,80,56,29,19,123,22,116,535
2009-10-31,52,35,29,82,37,37,12,98,16,88,486
2009-11-30,47,26,29,66,51,28,9,130,11,89,486
2009-12-31,32,14,21,64,45,33,7,96,17,71,400
2010-01-31,65,30,40,76,43,25,14,101,26,81,501
2010-02-28,44,14,34,59,67,22,13,119,14,92,478
2010-03-31,57,33,35,72,56,32,18,147,23,102,575
2010-04-30,34,39,25,82,43,37,14,100,14,90,478
2010-05-31,41,32,38,104,42,33,12,130,10,87,529
2010-06-30,36,20,28,64,55,20,4,102,9,82,420
2010-07-31,41,42,26,74,56,20,8,140,23,88,518
2010-08-31,54,36,36,83,45,32,8,161,18,97,570
2010-09-30,60,42,31,84,48,29,7,154,22,109,586
2010-10-31,48,38,23,72,59,34,13,144,17,78,526
2010-11-30,49,34,25,74,49,20,8,153,16,88,516
2010-12-31,46,23,39,101,28,24,8,120,11,90,490
2011-01-31,65,32,37,85,59,30,13,143,10,93,567
2011-02-28,58,31,28,70,59,26,18,130,20,92,532
2011-03-31,51,31,43,73,52,33,14,139,21,91,548
2011-04-30,40,32,28,79,66,38,15,117,18,80,513
2011-05-31,44,30,26,88,59,45,7,107,24,100,530
2011-06-30,61,36,33,69,54,32,17,143,15,120,580
2011-07-31,57,40,30,85,44,25,9,104,18,84,496
2011-08-31,50,37,27,80,54,26,20,144,21,101,560
2011-09-30,54,40,30,78,48,28,14,111,17,103,523
2011-10-31,58,33,29,108,53,19,15,103,19,99,536
2011-11-30,52,39,28,62,65,27,16,84,11,70,454
2011-12-31,51,36,32,63,41,20,8,116,16,89,472
2012-01-31,56,45,38,76,65,37,14,145,15,106,597
2012-02-29,45,41,24,76,43,23,15,114,19,104,504
2012-03-31,58,47,24,73,32,39,12,104,21,84,494
2012-04-30,37,42,36,69,48,25,17,106,15,93,488
2012-05-31,62,36,27,82,61,27,13,118,27,101,554
2012-06-30,46,34,28,63,60,44,10,117,25,93,520
2012-07-31,44,37,35,63,51,36,15,116,31,75,503
2012-08-31,70,40,18,86,57,37,9,97,19,89,522
2012-09-30,47,36,33,82,38,39,23,116,23,75,512
2012-10-31,54,30,30,106,57,47,22,113,24,92,575
2012-11-30,47,29,21,85,54,27,12,110,45,78,508
2012-12-31,56,28,25,86,47,37,16,128,23,77,523
2013-01-31,62,34,20,87,68,38,14,167,30,118,638
2013-02-28,50,35,37,95,63,36,21,128,22,103,590
2013-03-31,59,35,48,93,68,54,13,164,22,101,657
2013-04-30,66,29,32,99,91,34,11,125,27,99,613
2013-05-31,62,41,38,105,61,56,21,183,37,108,712
2013-06-30,67,35,34,79,47,30,26,157,24,96,595
2013-07-31,56,53,31,71,41,23,20,152,17,106,570
2013-08-31,53,31,40,103,80,42,13,142,29,80,613
2013-09-30,46,45,33,85,50,35,17,174,17,95,597
2013-10-31,73,46,51,94,69,52,22,157,19,127,710
2013-11-30,52,40,48,95,31,46,20,121,17,94,564
2013-12-31,39,45,27,72,53,39,11,125,10,83,504
2014-01-31,50,47,37,118,57,47,26,134,19,96,631
2014-02-28,71,32,39,82,62,35,20,127,17,90,575
2014-03-31,53,36,44,85,60,41,20,113,14,97,563
2014-04-30,56,56,37,81,59,67,14,108,15,76,569
2014-05-31,69,37,22,86,58,41,13,100,19,86,531
2014-06-30,75,34,34,78,67,38,12,119,18,83,558
2014-07-31,105,63,44,108,57,42,12,99,27,84,641
2014-08-31,69,65,32,95,69,29,21,113,20,70,583
2014-09-30,58,51,42,108,42,44,19,119,15,76,574
2014-10-31,51,43,39,90,52,38,19,109,17,62,520
2014-11-30,56,41,33,93,47,31,12,100,25,67,505
2014-12-31,61,42,24,72,48,29,12,98,25,67,478
2015-01-31,61,44,45,121,64,47,18,116,29,65,610
2015-02-28,47,54,54,99,59,38,17,91,26,111,596
2015-03-31,73,66,47,115,40,27,23,98,25,91,605
2015-04-30,49,57,44,81,47,26,18,84,23,58,487
2015-05-31,56,48,36,100,50,25,15,87,37,93,547
2015-06-30,37,57,48,94,49,26,16,95,16,71,509
2015-07-31,56,45,39,121,57,29,17,109,21,75,569
2015-08-31,58,51,43,91,62,37,10,148,19,87,606
2015-09-30,66,37,27,80,66,27,14,114,20,62,513
2015-10-31,59,55,27,98,63,44,16,134,34,86,616
2015-11-30,66,45,31,89,65,36,19,101,10,46,508
