,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-02-28,90,59,55,120,68,31,21,170,38,123,775
2003-03-31,69,51,43,86,85,30,15,171,32,130,712
2003-04-30,69,55,50,123,68,29,19,193,38,135,779
2003-05-31,73,40,51,123,86,29,17,177,40,138,774
2003-06-30,77,41,35,125,87,36,16,124,42,105,688
2003-07-31,83,53,60,133,109,33,13,153,36,120,793
2003-08-31,86,72,46,131,85,31,16,191,34,135,827
2003-09-30,86,54,52,119,108,37,20,191,37,125,829
2003-10-31,115,48,60,111,105,30,18,174,28,109,798
2003-11-30,94,47,46,82,71,38,20,148,32,111,689
2003-12-31,53,40,30,88,74,23,16,97,28,97,546
2004-01-31,87,51,58,150,101,41,10,173,37,134,842
2004-02-29,86,38,45,107,79,35,12,139,30,120,691
2004-03-31,77,59,42,155,102,37,19,189,25,133,838
2004-04-30,86,51,38,117,108,36,15,146,40,114,751
2004-05-31,122,58,33,123,104,33,18,143,40,97,771
2004-06-30,87,53,31,102,100,30,14,128,23,74,642
2004-07-31,94,54,39,104,105,18,14,133,27,89,677
2004-08-31,86,44,47,120,72,54,12,129,31,115,710
2004-09-30,63,40,34,83,70,35,12,109,32,87,565
2004-10-31,72,46,38,79,65,38,12,121,23,86,580
2004-11-30,68,40,29,76,71,22,12,109,20,83,530
2004-12-31,75,32,32,67,60,20,18,110,19,84,517
2005-01-31,83,51,25,82,64,32,12,122,17,87,575
2005-02-28,67,33,33,84,67,20,13,107,16,92,532
2005-03-31,85,31,33,122,66,36,16,128,25,89,631
2005-04-30,64,44,47,100,61,31,9,131,24,94,605
2005-05-31,57,39,28,102,67,42,9,123,24,91,582
2005-06-30,72,34,30,90,62,27,10,112,20,89,546
2005-07-31,67,31,34,87,58,20,13,92,22,95,519
2005-08-31,67,31,40,81,77,28,9,126,21,85,565
2005-09-30,51,37,30,88,47,19,5,106,30,108,521
2005-10-31,73,32,23,100,71,39,7,111,43,108,607
2005-11-30,67,30,32,77,66,27,9,106,18,80,512
2005-12-31,47,25,44,79,75,26,12,98,19,88,513
2006-01-31,65,29,40,88,64,36,18,118,24,103,585
2006-02-28,65,37,36,88,68,27,13,91,19,99,543
2006-03-31,59,30,39,94,75,26,11,147,22,97,600
2006-04-30,49,36,33,101,90,20,11,114,16,95,565
2006-05-31,51,37,33,78,83,26,7,90,30,64,499
2006-06-30,61,38,38,96,62,27,6,108,18,88,542
2006-07-31,67,29,41,92,67,27,12,115,23,64,537
2006-08-31,82,37,35,109,75,46,17,116,22,90,629
2006-09-30,57,41,38,82,75,33,7,98,23,73,527
2006-10-31,48,28,35,106,76,26,10,87,21,86,523
2006-11-30,43,28,22,83,61,35,16,121,12,94,515
2006-12-31,58,28,30,60,52,20,9,89,16,71,433
2007-01-31,54,45,51,103,80,28,14,132,12,127,646
2007-02-28,64,30,47,110,98,22,16,103,24,102,616
2007-03-31,78,46,34,111,85,53,15,126,12,127,687
2007-04-30,68,47,48,98,70,30,7,107,18,110,603
2007-05-31,57,35,42,91,61,27,13,127,21,89,563
2007-06-30,65,24,37,82,48,21,17,93,27,99,513
2007-07-31,54,26,40,94,39,21,10,90,21,108,503
2007-08-31,70,47,34,89,58,31,18,118,31,105,601
2007-09-30,60,26,33,84,51,23,12,111,20,116,536
2007-10-31,61,56,39,95,59,32,18,131,25,131,647
2007-11-30,53,42,36,116,53,45,9,113,19,114,600
2007-12-31,53,35,33,95,54,33,15,128,24,120,590
2008-01-31,66,39,31,127,53,32,9,106,34,114,611
2008-02-29,65,36,42,80,68,22,13,104,26,129,585
2008-03-31,51,36,32,112,66,26,11,138,32,142,646
2008-04-30,34,30,26,61,28,19,9,85,21,78,391
2008-05-31,45,39,23,59,37,18,14,101,16,110,462
2008-06-30,39,29,23,70,33,12,10,90,13,95,414
