,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2009-06-30,175,125,212,304,148,81,57,263,121,277,1763
2009-07-31,241,146,180,279,203,78,76,322,84,252,1861
2009-08-31,372,154,187,279,186,137,80,374,124,428,2321
2009-09-30,307,173,186,331,197,100,83,384,155,324,2240
2009-10-31,294,151,212,285,164,109,91,282,98,267,1953
2009-11-30,240,118,159,282,172,111,84,285,120,258,1829
2009-12-31,227,100,193,266,159,82,81,255,98,199,1660
2010-01-31,280,117,184,291,195,85,102,273,115,230,1872
2010-02-28,267,152,194,275,182,84,76,320,97,216,1863
2010-03-31,227,152,205,265,203,95,95,282,103,273,1900
2010-04-30,214,153,187,262,184,93,84,275,127,194,1773
2010-05-31,273,174,189,292,166,78,104,333,102,240,1951
2010-06-30,201,128,194,232,129,71,70,292,74,194,1585
2010-07-31,177,124,192,245,123,70,90,307,117,189,1634
2010-08-31,229,130,209,236,128,90,95,307,136,192,1752
2010-09-30,267,128,170,230,162,86,110,337,107,187,1784
2010-10-31,239,115,190,245,147,108,90,332,113,179,1758
2010-11-30,204,104,177,235,132,83,79,282,114,159,1569
2010-12-31,241,83,188,254,136,73,56,271,112,135,1549
2011-01-31,254,147,242,310,177,101,122,259,115,153,1880
2011-02-28,229,96,182,216,146,67,80,255,108,163,1542
2011-03-31,234,124,200,296,154,93,80,259,124,172,1736
2011-04-30,229,137,214,226,145,87,82,282,126,162,1690
2011-05-31,190,137,200,205,174,86,79,276,130,160,1637
2011-06-30,223,115,181,239,156,78,86,341,110,148,1677
2011-07-31,223,121,201,241,161,84,59,273,107,155,1625
2011-08-31,240,120,198,219,115,76,80,336,110,146,1640
2011-09-30,222,143,172,223,142,76,96,312,126,172,1684
2011-10-31,194,135,189,224,125,81,70,244,114,164,1540
2011-11-30,198,120,169,192,135,68,90,236,92,159,1459
2011-12-31,202,134,154,168,167,56,75,243,100,143,1442
2012-01-31,293,114,195,256,155,95,100,313,123,202,1846
2012-02-29,248,135,175,191,183,72,82,274,111,153,1624
2012-03-31,295,130,185,220,147,82,103,301,113,153,1729
2012-04-30,188,132,156,245,139,60,86,280,104,171,1561
2012-05-31,197,158,145,193,146,50,98,292,119,187,1585
2012-06-30,159,105,145,172,119,64,71,198,114,121,1268
2012-07-31,211,118,198,208,130,73,87,257,113,129,1524
2012-08-31,270,126,182,215,146,71,83,244,131,123,1591
2012-09-30,194,120,154,175,137,74,81,300,124,118,1477
2012-10-31,208,115,179,222,157,74,82,240,165,124,1566
2012-11-30,197,111,156,200,116,66,73,213,140,140,1412
2012-12-31,185,129,179,214,133,74,92,247,105,108,1466
2013-01-31,216,142,177,235,171,127,85,287,143,158,1741
2013-02-28,217,98,184,240,163,96,68,226,118,148,1558
2013-03-31,246,103,217,214,175,90,87,224,109,159,1624
2013-04-30,210,113,171,232,184,88,103,284,127,136,1648
2013-05-31,260,117,200,257,155,86,86,312,120,169,1762
2013-06-30,227,99,173,203,138,56,82,273,123,139,1513
2013-07-31,217,125,173,243,137,87,84,289,84,168,1607
2013-08-31,226,134,191,274,153,86,75,320,115,171,1745
2013-09-30,216,157,163,205,146,95,71,292,123,160,1628
2013-10-31,235,139,189,239,180,90,87,332,139,184,1814
2013-11-30,222,121,148,231,138,56,80,263,103,134,1496
2013-12-31,179,100,154,189,134,68,61,229,102,131,1347
2014-01-31,230,139,177,259,195,102,79,312,145,142,1780
2014-02-28,218,159,170,236,196,91,80,314,116,168,1748
2014-03-31,262,160,227,254,195,103,93,324,138,168,1924
2014-04-30,199,177,169,270,177,134,83,316,139,116,1780
2014-05-31,251,136,179,250,193,115,76,288,132,154,1774
2014-06-30,216,168,146,212,160,88,102,279,126,137,1634
2014-07-31,319,123,202,231,182,93,117,250,129,120,1766
2014-08-31,257,178,186,271,196,98,103,325,129,113,1856
2014-09-30,236,158,197,230,180,104,94,264,135,135,1733
2014-10-31,202,137,205,257,163,108,97,269,141,136,1715
2014-11-30,186,130,165,272,161,83,99,224,140,119,1579
2014-12-31,167,132,128,196,162,82,82,266,136,103,1454
2015-01-31,211,144,201,281,181,105,96,287,179,114,1799
2015-02-28,217,130,215,245,154,87,97,245,143,124,1657
2015-03-31,227,157,191,274,172,91,95,262,170,134,1773
2015-04-30,213,155,179,257,156,95,89,233,179,116,1672
2015-05-31,225,120,218,271,150,92,78,293,161,129,1737
2015-06-30,209,116,158,232,162,62,92,299,150,122,1602
2015-07-31,229,154,153,220,212,78,82,232,150,110,1620
2015-08-31,264,139,186,204,160,113,84,327,178,117,1772
2015-09-30,232,119,158,219,145,99,102,257,158,86,1575
2015-10-31,233,143,142,243,173,106,103,259,179,116,1697
2015-11-30,202,132,156,252,189,104,87,289,152,97,1660
