,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,175,42,162,108,81,99,37,78,168,30,980
2003-07-31,136,49,159,94,82,69,47,81,142,30,889
2003-10-31,138,45,138,116,85,111,36,84,111,24,888
2004-01-31,134,75,164,109,67,72,53,65,167,25,931
2004-04-30,166,46,177,142,91,79,58,88,143,35,1025
2004-07-31,173,50,141,106,93,89,41,76,121,31,921
2004-10-31,163,50,103,104,78,104,37,82,112,23,856
2005-01-31,110,35,110,104,86,66,40,99,89,32,771
2005-04-30,155,50,116,140,72,63,45,80,110,28,859
2005-07-31,219,38,116,136,79,88,35,86,135,24,956
2005-10-31,159,48,105,138,87,97,43,91,146,25,939
2006-01-31,190,52,103,162,85,107,47,101,162,35,1044
2006-04-30,246,38,99,133,86,85,16,82,148,26,959
2006-07-31,188,43,86,119,90,142,47,83,204,29,1031
2006-10-31,177,72,121,154,78,81,44,99,242,26,1094
2007-01-31,299,54,121,129,70,89,59,89,206,29,1145
2007-04-30,182,41,128,130,93,69,37,112,231,25,1048
2007-07-31,226,53,124,137,59,74,30,85,197,29,1014
2007-10-31,167,54,112,128,89,89,51,89,189,33,1001
2008-01-31,301,43,121,134,67,123,41,86,177,32,1125
2008-04-30,319,65,124,122,80,162,57,86,131,24,1170
2008-07-31,259,44,123,116,63,89,41,76,191,34,1036
2008-10-31,229,42,103,107,74,90,47,76,157,32,957
2009-01-31,249,62,94,117,84,105,45,90,118,35,999
2009-04-30,162,28,97,99,47,114,39,101,132,28,847
2009-07-31,199,33,116,91,54,97,53,81,162,40,926
2009-10-31,172,37,115,98,75,90,42,127,125,49,930
2010-01-31,247,41,144,107,74,105,33,118,106,32,1007
2010-04-30,173,28,128,137,81,135,41,126,130,27,1006
2010-07-31,281,51,118,124,83,86,36,161,103,46,1089
2010-10-31,314,50,139,137,75,128,38,199,140,47,1267
2011-01-31,318,49,133,116,70,93,54,211,97,36,1177
2011-04-30,347,60,138,105,64,112,42,216,86,43,1213
2011-07-31,326,40,119,136,76,115,53,223,115,39,1242
2011-10-31,234,76,138,143,76,143,62,205,125,40,1242
2012-01-31,206,52,132,119,68,126,54,121,125,43,1046
2012-04-30,278,58,127,143,79,123,44,130,96,26,1104
2012-07-31,212,85,94,145,92,121,34,119,66,39,1007
2012-10-31,210,59,129,168,77,111,83,134,111,44,1126
2013-01-31,197,72,161,127,92,135,56,174,114,52,1180
2013-04-30,165,48,180,153,93,123,58,142,147,23,1132
2013-07-31,105,57,158,131,70,147,45,184,88,46,1031
2013-10-31,132,67,135,152,85,146,66,184,135,42,1144
2014-01-31,154,76,112,188,88,143,69,161,118,47,1156
2014-04-30,138,55,174,188,76,154,57,169,137,45,1193
2014-07-31,160,89,137,288,105,129,48,193,129,68,1346
2014-10-31,126,85,143,223,106,140,55,197,76,45,1196
2015-01-31,142,87,112,111,64,110,52,170,103,41,992
2015-04-30,194,94,137,145,82,149,73,215,98,52,1239
2015-07-31,135,82,128,168,61,159,72,164,142,42,1153
2015-10-31,117,69,148,155,82,182,67,197,87,36,1140
