,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,434,282,413,434,365,174,154,506,240,295,3297
2003-07-31,450,266,398,413,402,164,152,496,262,283,3286
2003-10-31,440,285,490,469,414,185,170,534,270,349,3606
2004-01-31,452,274,424,386,367,164,169,422,255,280,3193
2004-04-30,465,277,461,480,401,190,165,494,242,275,3450
2004-07-31,407,288,390,445,364,159,143,477,257,271,3201
2004-10-31,415,309,352,454,368,187,146,466,252,271,3220
2005-01-31,355,285,346,382,349,160,120,441,219,256,2913
2005-04-30,365,250,324,396,322,115,122,418,224,263,2799
2005-07-31,357,261,349,410,347,155,123,471,210,296,2979
2005-10-31,338,240,337,437,362,183,132,462,222,287,3000
2006-01-31,308,288,340,422,330,150,113,394,216,277,2838
2006-04-30,398,296,326,429,377,157,123,466,248,314,3134
2006-07-31,418,287,342,481,401,174,142,502,228,351,3326
2006-10-31,413,255,370,487,365,132,131,512,251,330,3246
2007-01-31,337,259,358,346,294,126,111,435,196,293,2755
2007-04-30,376,251,425,423,316,129,137,478,217,339,3091
2007-07-31,357,271,359,454,325,113,119,529,194,377,3098
2007-10-31,429,298,393,445,350,121,129,498,223,388,3274
2008-01-31,353,302,345,428,318,142,130,484,225,362,3089
2008-04-30,357,312,336,479,365,135,122,485,211,332,3134
2008-07-31,395,308,341,513,329,136,146,471,190,358,3187
2008-10-31,389,327,364,516,360,154,127,484,231,355,3307
2009-01-31,358,288,344,461,313,137,137,415,251,348,3052
2009-04-30,404,283,379,452,322,144,145,466,227,329,3151
2009-07-31,366,254,319,439,353,153,104,435,190,324,2937
2009-10-31,416,345,347,451,325,145,152,478,192,370,3221
2010-01-31,408,265,318,409,296,136,130,435,222,323,2942
2010-04-30,400,250,401,371,288,112,132,485,190,340,2969
2010-07-31,387,292,364,445,286,159,115,568,242,326,3184
2010-10-31,412,291,323,457,334,129,158,599,274,297,3274
2011-01-31,386,284,310,404,307,107,123,541,226,321,3009
2011-04-30,442,275,304,435,256,114,121,528,209,272,2956
2011-07-31,411,272,333,394,306,117,135,572,193,300,3033
2011-10-31,416,282,371,424,318,132,122,549,245,379,3238
2012-01-31,407,299,327,422,370,115,137,496,222,268,3063
2012-04-30,367,286,358,452,301,128,135,495,221,274,3017
2012-07-31,416,268,317,462,297,120,120,478,212,278,2968
2012-10-31,383,268,372,513,341,148,141,545,230,240,3181
2013-01-31,422,293,312,479,289,105,106,463,220,259,2948
2013-04-30,461,260,332,501,326,135,112,500,191,295,3113
2013-07-31,395,263,310,566,357,142,118,545,187,334,3217
2013-10-31,400,308,326,531,361,144,131,527,193,381,3302
2014-01-31,365,269,343,449,308,111,112,490,225,296,2968
2014-04-30,354,274,318,434,283,127,107,487,197,343,2924
2014-07-31,414,304,339,493,323,142,91,568,187,341,3202
2014-10-31,397,320,377,521,352,125,126,563,184,357,3322
2015-01-31,325,311,346,458,372,124,113,466,211,321,3047
2015-04-30,424,357,360,510,371,145,106,498,208,294,3273
2015-07-31,439,317,336,534,362,145,124,498,243,329,3327
2015-10-31,450,323,381,525,342,169,124,595,229,296,3434
