,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-07-31,516,733,580,956,819,310,457,1318,573,382,6644
2004-01-31,483,793,564,938,772,366,436,1310,475,418,6555
2004-07-31,578,812,598,930,843,325,445,1384,523,432,6870
2005-01-31,495,844,559,996,781,385,430,1470,570,457,6987
2005-07-31,463,853,591,973,793,354,413,1586,614,467,7107
2006-01-31,444,858,519,962,781,332,416,1671,509,451,6943
2006-07-31,438,826,479,867,766,398,341,1584,531,436,6666
2007-01-31,397,751,564,951,787,334,369,1481,464,531,6629
2007-07-31,409,817,529,875,715,318,400,1539,441,496,6539
2008-01-31,361,726,458,867,712,263,384,1351,385,581,6088
2008-07-31,372,754,480,852,688,288,397,1375,488,509,6203
2009-01-31,371,767,453,903,616,301,331,1335,481,506,6064
2009-07-31,365,737,480,790,655,332,354,1330,469,484,5996
2010-01-31,405,809,483,776,758,357,395,1386,469,595,6433
2010-07-31,371,715,475,879,665,342,398,1560,426,722,6553
2011-01-31,464,921,502,972,776,418,398,1773,554,772,7550
2011-07-31,445,908,535,1089,766,575,410,1761,521,697,7707
2012-01-31,512,944,576,1110,879,540,414,1677,594,650,7896
2012-07-31,615,956,585,1105,925,661,530,1696,660,666,8399
2013-01-31,635,937,638,1160,1012,769,603,1758,703,750,8965
2013-07-31,760,999,833,1490,1125,903,670,2098,829,890,10597
2014-01-31,703,1109,665,1342,1082,1029,650,2205,772,920,10477
2014-07-31,641,1146,640,1257,1006,883,678,1883,673,817,9624
2015-01-31,582,1216,630,1285,1062,689,681,2015,788,782,9730
2015-07-31,699,1240,712,1207,1094,641,692,1769,896,703,9653
