,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,254,360,283,505,407,147,217,647,286,187,3293
2003-07-31,262,373,297,451,412,163,240,671,287,195,3351
2003-10-31,226,436,303,472,380,160,242,695,227,234,3375
2004-01-31,257,357,261,466,392,206,194,615,248,184,3180
2004-04-30,294,383,319,445,404,142,200,674,263,202,3326
2004-07-31,284,429,279,485,439,183,245,710,260,230,3544
2004-10-31,265,442,282,476,416,198,227,699,265,246,3516
2005-01-31,230,402,277,520,365,187,203,771,305,211,3471
2005-04-30,229,421,283,501,403,167,202,776,290,205,3477
2005-07-31,234,432,308,472,390,187,211,810,324,262,3630
2005-10-31,241,451,293,507,398,176,236,871,259,228,3660
2006-01-31,203,407,226,455,383,156,180,800,250,223,3283
2006-04-30,210,417,230,423,379,188,161,779,258,222,3267
2006-07-31,228,409,249,444,387,210,180,805,273,214,3399
2006-10-31,203,408,275,481,398,176,189,770,223,260,3383
2007-01-31,194,343,289,470,389,158,180,711,241,271,3246
2007-04-30,205,399,259,415,355,152,185,704,222,230,3126
2007-07-31,204,418,270,460,360,166,215,835,219,266,3413
2007-10-31,192,353,221,434,363,131,194,696,200,294,3078
2008-01-31,169,373,237,433,349,132,190,655,185,287,3010
2008-04-30,167,386,252,433,344,144,215,667,260,241,3109
2008-07-31,205,368,228,419,344,144,182,708,228,268,3094
2008-10-31,184,414,222,462,311,148,162,723,233,251,3110
2009-01-31,187,353,231,441,305,153,169,612,248,255,2954
2009-04-30,181,339,272,385,329,163,189,681,242,259,3040
2009-07-31,184,398,208,405,326,169,165,649,227,225,2956
2009-10-31,203,413,250,405,366,194,221,759,247,308,3366
2010-01-31,202,396,233,371,392,163,174,627,222,287,3067
2010-04-30,191,317,241,379,305,156,181,666,201,341,2978
2010-07-31,180,398,234,500,360,186,217,894,225,381,3575
2010-10-31,236,482,245,494,381,235,214,938,265,409,3899
2011-01-31,228,439,257,478,395,183,184,835,289,363,3651
2011-04-30,210,401,262,474,386,256,204,829,252,343,3617
2011-07-31,235,507,273,615,380,319,206,932,269,354,4090
2011-10-31,269,512,285,576,436,276,206,872,301,360,4093
2012-01-31,243,432,291,534,443,264,208,805,293,290,3803
2012-04-30,305,449,288,544,421,331,246,847,351,336,4118
2012-07-31,310,507,297,561,504,330,284,849,309,330,4281
2012-10-31,262,474,306,556,522,386,286,904,343,353,4392
2013-01-31,373,463,332,604,490,383,317,854,360,397,4573
2013-04-30,375,475,406,734,561,400,288,981,413,415,5048
2013-07-31,385,524,427,756,564,503,382,1117,416,475,5549
2013-10-31,380,595,368,694,586,466,352,1287,422,505,5655
2014-01-31,323,514,297,648,496,563,298,918,350,415,4822
2014-04-30,334,556,322,629,496,472,348,906,337,403,4803
2014-07-31,307,590,318,628,510,411,330,977,336,414,4821
2014-10-31,275,631,327,664,552,388,333,1083,367,387,5007
2015-01-31,307,585,303,621,510,301,348,932,421,395,4723
2015-04-30,350,603,418,625,546,293,359,873,446,367,4880
2015-07-31,349,637,294,582,548,348,333,896,450,336,4773
2015-10-31,376,657,339,585,534,372,337,914,369,356,4839
