,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2007-11-30,80,62,72,86,68,38,55,59,49,27,596
2007-12-31,74,41,59,53,75,35,44,73,53,32,539
2008-01-31,74,44,85,80,81,38,59,89,70,22,642
2008-02-29,85,66,73,55,66,23,41,50,65,22,546
2008-03-31,90,64,80,75,98,24,53,72,77,20,653
2008-04-30,91,72,82,78,73,43,45,75,87,18,664
2008-05-31,88,55,88,72,83,34,50,79,67,19,635
2008-06-30,74,52,66,77,58,36,40,65,81,18,567
2008-07-31,89,61,71,60,78,36,37,67,84,18,601
2008-08-31,88,57,72,64,93,24,38,69,58,19,582
2008-09-30,90,62,64,71,64,26,40,73,69,20,579
2008-10-31,81,70,64,97,102,31,47,98,95,26,711
2008-11-30,62,46,76,73,84,36,38,69,95,23,602
2008-12-31,60,50,77,74,70,20,47,65,76,21,560
2009-01-31,76,53,63,68,74,26,44,71,62,19,556
2009-02-28,59,51,64,58,66,29,27,55,54,18,481
2009-03-31,83,55,85,61,90,38,46,66,82,17,623
2009-04-30,80,52,69,103,77,43,44,82,84,26,660
2009-05-31,76,48,74,70,64,30,32,64,73,23,554
2009-06-30,80,52,66,71,67,39,33,65,45,19,537
2009-07-31,104,67,95,65,105,37,47,89,50,16,675
2009-08-31,90,68,95,84,87,31,59,100,73,27,714
2009-09-30,89,62,82,84,95,38,48,89,75,26,688
2009-10-31,89,68,95,103,91,39,47,90,102,26,750
2009-11-30,89,54,87,79,86,29,58,99,84,19,684
2009-12-31,96,63,91,85,75,44,47,98,60,23,682
2010-01-31,101,53,90,82,82,39,40,118,74,23,702
2010-02-28,87,51,77,72,70,34,30,94,59,14,588
2010-03-31,92,38,71,75,65,37,47,96,60,28,609
2010-04-30,80,63,79,85,74,50,57,93,86,20,687
2010-05-31,92,61,88,90,86,45,32,130,70,25,719
2010-06-30,101,64,73,86,75,48,35,135,74,24,715
2010-07-31,98,54,88,75,63,34,53,107,56,22,650
2010-08-31,102,51,119,78,62,32,50,108,70,22,694
2010-09-30,105,57,115,84,54,26,58,97,77,12,685
2010-10-31,99,58,103,75,55,39,41,100,91,19,680
2010-11-30,100,57,74,79,72,39,35,94,70,15,635
2010-12-31,58,67,84,65,66,25,42,81,62,20,570
2011-01-31,74,72,93,73,76,38,49,94,74,20,663
2011-02-28,68,71,65,78,68,34,55,78,57,16,590
2011-03-31,79,59,106,84,57,41,54,85,98,21,684
2011-04-30,77,60,98,88,48,40,54,94,93,31,683
2011-05-31,82,47,82,64,54,35,42,89,85,21,601
2011-06-30,79,60,78,75,54,39,36,68,67,15,571
2011-07-31,77,60,72,76,60,46,45,89,55,18,598
2011-08-31,70,59,59,62,64,33,42,97,61,15,562
2011-09-30,44,39,66,68,48,52,36,86,66,20,525
2011-10-31,65,62,57,69,70,33,47,88,77,27,595
2011-11-30,66,62,61,68,45,31,42,93,59,14,541
2011-12-31,94,73,78,69,75,32,51,80,58,20,630
2012-01-31,71,48,75,86,72,32,47,93,64,17,605
2012-02-29,65,49,88,85,56,33,43,87,76,22,604
2012-03-31,95,64,70,89,61,32,45,93,70,23,642
2012-04-30,78,56,87,95,65,37,38,114,74,15,659
2012-05-31,75,49,66,67,54,41,66,100,65,23,606
2012-06-30,78,60,59,89,63,43,29,116,59,18,614
2012-07-31,86,94,68,82,57,65,44,102,61,16,675
2012-08-31,65,83,67,86,72,48,49,110,58,25,663
2012-09-30,74,89,61,102,79,44,26,123,68,21,687
2012-10-31,82,72,97,125,89,62,53,143,59,25,807
2012-11-30,54,65,73,90,77,39,47,123,57,23,648
2012-12-31,70,76,58,67,88,30,37,106,45,21,598
2013-01-31,75,78,51,68,60,24,46,91,53,20,566
2013-02-28,65,57,47,65,57,30,48,93,38,26,526
2013-03-31,84,65,67,95,81,36,55,98,63,13,657
2013-04-30,82,75,64,86,68,46,29,70,63,27,610
2013-05-31,79,31,54,82,64,37,47,53,45,23,515
2013-06-30,59,67,66,61,54,36,54,88,50,26,561
2013-07-31,53,95,46,65,66,46,43,95,57,32,598
2013-08-31,71,65,51,67,66,32,46,88,45,27,558
2013-09-30,56,77,44,83,70,52,39,126,49,34,630
2013-10-31,52,57,65,75,72,37,39,101,54,35,587
2013-11-30,58,55,70,67,62,30,24,83,45,22,516
2013-12-31,57,50,51,132,69,29,51,82,58,18,597
2014-01-31,70,54,47,93,65,24,36,108,58,22,577
2014-02-28,55,77,55,57,55,20,44,90,75,18,546
2014-03-31,64,66,72,54,66,42,38,93,75,33,603
2014-04-30,58,70,63,67,71,49,35,120,62,24,619
2014-05-31,59,59,72,56,63,37,46,91,78,31,592
2014-06-30,62,53,59,52,66,26,27,89,46,28,508
2014-07-31,71,77,77,55,64,35,31,112,53,41,616
2014-08-31,62,95,61,62,71,33,39,136,48,25,632
2014-09-30,64,60,71,57,63,38,46,108,60,39,606
2014-10-31,86,84,79,63,75,28,28,120,56,16,635
2014-11-30,75,82,54,63,86,36,29,120,48,18,611
2014-12-31,75,79,57,50,87,33,35,130,51,25,622
2015-01-31,63,73,63,65,80,25,38,142,49,17,615
2015-02-28,52,44,63,51,77,24,32,101,44,23,511
2015-03-31,67,102,86,66,70,48,42,106,57,33,677
2015-04-30,63,88,64,51,59,28,38,117,52,27,587
2015-05-31,81,86,85,53,84,35,40,127,59,21,671
2015-06-30,77,99,83,70,64,36,34,113,55,32,663
2015-07-31,79,151,101,80,94,52,30,112,48,25,772
2015-08-31,89,126,61,71,93,49,23,147,47,23,729
2015-09-30,83,85,61,57,63,37,41,163,41,30,661
2015-10-31,94,79,82,47,83,39,50,117,56,21,668
2015-11-30,80,70,71,70,72,31,22,80,38,20,554
