,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-02-28,63,33,70,59,65,21,54,45,48,25,483
2003-03-31,51,54,70,94,75,38,50,88,64,36,620
2003-04-30,60,42,65,62,66,39,38,73,72,23,540
2003-05-31,70,40,75,60,81,29,44,44,60,22,525
2003-06-30,57,46,70,72,86,29,47,63,80,19,569
2003-07-31,75,49,68,55,81,24,46,72,55,22,547
2003-08-31,71,52,79,61,77,24,39,73,73,24,573
2003-09-30,77,48,73,52,63,21,33,67,49,19,502
2003-10-31,65,49,84,67,73,36,42,70,58,22,566
2003-11-30,61,42,68,54,57,23,31,52,70,17,475
2003-12-31,58,41,53,56,70,23,41,69,60,15,486
2004-01-31,63,63,74,63,83,21,35,47,73,19,541
2004-02-29,61,28,69,66,68,38,48,67,68,19,532
2004-03-31,65,54,77,71,69,37,42,74,73,20,582
2004-04-30,63,45,67,62,65,28,36,64,66,23,519
2004-05-31,81,43,84,82,67,33,42,77,60,23,592
2004-06-30,78,53,61,47,70,32,38,79,80,16,554
2004-07-31,74,54,59,82,80,30,30,83,52,12,556
2004-08-31,76,50,65,61,91,38,39,73,51,25,569
2004-09-30,56,45,53,85,92,23,36,73,48,13,524
2004-10-31,63,44,81,74,61,26,36,74,46,18,523
2004-11-30,54,51,50,66,71,31,32,51,54,13,473
2004-12-31,59,62,60,61,69,28,50,59,64,19,531
2005-01-31,69,54,74,50,55,36,45,51,40,19,493
2005-02-28,64,52,46,59,48,30,37,75,42,9,462
2005-03-31,51,63,56,63,70,36,55,91,82,18,585
2005-04-30,72,48,54,79,74,37,45,88,69,15,581
2005-05-31,87,50,84,77,95,34,51,91,74,15,658
2005-06-30,72,50,82,63,87,35,50,63,97,23,622
2005-07-31,92,53,80,76,100,34,42,78,70,18,643
2005-08-31,98,60,63,71,78,39,34,85,65,23,616
2005-09-30,46,82,46,59,78,39,41,75,74,19,559
2005-10-31,74,81,66,75,111,40,55,74,60,19,655
2005-11-30,72,58,69,57,100,26,44,76,70,9,581
2005-12-31,79,46,66,63,67,30,33,78,73,23,558
2006-01-31,71,62,76,72,79,33,52,58,73,25,601
2006-02-28,77,61,70,82,73,33,36,75,73,22,602
2006-03-31,72,69,72,66,80,33,44,101,55,29,621
2006-04-30,66,87,79,73,107,42,66,122,71,28,741
2006-05-31,70,63,81,69,110,37,48,99,82,19,678
2006-06-30,78,58,79,63,94,28,42,82,61,17,602
2006-07-31,83,58,84,73,94,39,39,100,67,23,660
2006-08-31,91,63,85,63,106,37,44,99,70,29,687
2006-09-30,74,64,97,90,89,32,52,88,71,15,672
2006-10-31,82,48,84,91,85,29,56,90,79,20,664
2006-11-30,47,47,93,71,80,42,32,64,69,15,560
2006-12-31,52,44,102,62,75,46,39,69,80,31,600
2007-01-31,66,71,102,78,92,28,42,72,78,19,648
2007-02-28,49,43,81,71,60,30,50,68,57,22,531
2007-03-31,87,71,87,81,88,38,50,85,73,22,682
2007-04-30,76,54,78,75,82,30,47,104,46,20,612
2007-05-31,72,73,83,72,72,29,54,100,61,27,643
2007-06-30,65,71,66,62,94,39,44,105,73,25,644
2007-07-31,108,69,91,83,79,49,44,104,88,23,738
2007-08-31,66,78,67,53,90,22,39,99,64,26,604
2007-09-30,84,57,81,75,80,32,34,85,78,33,639
2007-10-31,77,68,99,74,68,52,43,86,100,23,690
