,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2003-04-30,22,43,21,52,33,19,16,106,11,34,357
2003-07-31,25,41,16,46,44,12,18,94,15,34,345
2003-10-31,19,53,30,35,37,16,8,99,17,37,351
2004-01-31,25,37,13,57,37,13,8,106,21,20,337
2004-04-30,25,47,18,49,40,11,6,66,18,37,317
2004-07-31,34,49,17,46,43,11,10,62,20,9,301
2004-10-31,24,47,14,45,30,9,9,74,15,25,292
2005-01-31,23,42,15,46,16,15,7,65,12,29,270
2005-04-30,26,36,17,28,20,7,11,42,12,32,231
2005-07-31,43,46,15,31,35,19,10,40,19,14,272
2005-10-31,35,48,8,32,34,10,15,41,15,36,274
2006-01-31,30,37,15,33,25,14,8,52,18,30,262
2006-04-30,26,38,13,37,22,7,9,47,13,24,236
2006-07-31,24,44,15,36,38,12,7,73,22,20,291
2006-10-31,43,26,15,50,26,16,6,62,19,30,293
2007-01-31,29,41,15,48,25,21,5,61,15,29,289
2007-04-30,63,30,29,44,52,12,10,50,12,22,324
2007-07-31,65,38,14,58,30,13,10,57,24,19,328
2007-10-31,49,33,24,40,20,10,4,37,23,31,271
2008-01-31,30,24,19,52,25,16,13,48,11,45,283
2008-04-30,19,33,13,32,22,11,18,40,13,51,252
2008-07-31,24,42,18,40,16,7,13,43,20,67,290
2008-10-31,29,38,15,38,32,13,7,48,21,90,331
2009-01-31,10,36,12,47,29,6,6,45,13,64,268
2009-04-30,17,23,15,44,19,8,14,53,13,97,303
2009-07-31,23,23,16,45,27,13,4,43,16,83,293
2009-10-31,28,20,22,53,26,19,7,52,10,99,336
2010-01-31,27,26,12,38,24,14,7,58,15,52,273
2010-04-30,21,35,13,34,18,15,11,55,14,108,324
2010-07-31,24,13,16,19,16,13,5,54,10,102,272
2010-10-31,22,39,13,42,14,14,8,76,7,74,309
2011-01-31,35,21,16,30,24,15,10,38,11,48,248
2011-04-30,9,22,11,24,22,10,7,39,15,58,217
2011-07-31,26,36,24,17,18,10,7,58,17,83,296
2011-10-31,17,31,9,34,31,6,16,64,8,71,287
2012-01-31,19,47,14,31,38,9,16,37,20,61,292
2012-04-30,17,53,17,34,40,12,11,51,25,84,344
2012-07-31,19,32,10,41,61,9,8,68,11,68,327
2012-10-31,35,36,19,31,44,23,9,71,12,62,342
2013-01-31,10,32,5,36,38,13,5,42,18,55,254
2013-04-30,20,38,24,39,55,14,8,70,20,54,342
2013-07-31,14,32,14,28,40,15,12,76,20,35,286
2013-10-31,17,43,14,35,19,15,9,52,20,18,242
2014-01-31,21,43,12,38,35,13,11,52,19,27,271
2014-04-30,30,53,12,31,33,19,10,51,16,30,285
2014-07-31,30,52,11,48,42,3,8,49,12,22,277
2014-10-31,20,44,15,67,29,15,8,42,14,28,282
2015-01-31,23,45,14,58,36,11,13,58,29,30,317
2015-04-30,19,53,15,45,36,12,14,43,13,16,266
2015-07-31,19,53,11,60,60,11,9,89,21,36,369
2015-10-31,24,53,18,51,54,14,16,91,28,18,367
