,BAYVIEW,CENTRAL,INGLESIDE,MISSION,NORTHERN,PARK,RICHMOND,SOUTHERN,TARAVAL,TENDERLOIN,ALL
2004-01-31,1699,3500,1549,2788,4597,1547,1482,5839,1919,1472,26392
2005-01-31,1411,3256,1344,2682,4081,1308,1313,5800,1747,1481,24423
2006-01-31,1689,3568,1459,2600,4842,1271,1290,5687,1648,1578,25632
2007-01-31,1321,3867,1496,2533,5216,1350,1363,6327,1985,1522,26980
2008-01-31,1494,3899,1266,2540,4540,1191,1460,6182,1666,1715,25953
2009-01-31,1435,3883,1413,2743,4188,1245,1534,5710,1858,1568,25577
2010-01-31,1384,3845,1579,2655,4005,1281,1537,6068,1975,1440,25769
2011-01-31,1577,3444,1665,2883,3326,1118,1187,6346,1570,1323,24439
2012-01-31,1463,3529,1656,3358,3654,1420,1338,6132,1945,1502,25997
2013-01-31,1868,4360,1870,3640,4773,1855,1806,7781,2129,1626,31708
2014-01-31,2243,4910,2083,4321,5668,2021,2287,8787,2273,1828,36421
2015-01-31,2049,5948,2093,3138,6463,2275,2217,10352,2287,1950,38772
