,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG-NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY-COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY-THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY-OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,ALL,averageListingPrice,alp_allsf
2004-04-30,1,150,2,0,73,8,5,151,3,3,0,0,31,50,0,3,488,5,3,40,208,308,0,0,0,39,2,16,10,1,17,2,48,0,21,64,112,146,22,2032,,
2004-05-31,3,167,2,0,82,13,0,158,14,1,3,0,40,40,2,1,480,8,1,20,234,358,0,5,0,39,4,9,12,0,19,2,54,0,27,77,119,143,7,2144,,
2004-06-30,3,160,1,1,58,19,5,85,15,2,0,0,34,39,0,3,534,1,40,24,233,445,0,3,0,46,2,10,10,0,15,0,63,0,17,79,130,128,7,2212,,
2004-07-31,1,150,0,0,66,12,1,123,9,2,0,2,43,50,0,2,607,2,2,32,243,303,0,0,0,43,0,10,10,1,13,2,50,0,18,83,124,133,9,2146,,
2004-08-31,3,159,3,0,94,8,1,126,6,5,1,0,40,44,0,2,554,6,0,21,239,308,0,2,0,41,1,11,8,1,14,0,63,0,32,73,179,129,13,2187,,
2004-09-30,0,131,0,0,66,6,3,134,5,3,0,0,33,46,0,6,567,4,14,22,229,294,0,0,0,44,1,16,11,2,13,2,50,0,21,73,115,109,8,2028,,
2004-10-31,2,176,1,1,75,25,4,157,10,2,1,2,37,39,0,1,428,4,6,39,231,320,0,2,0,51,1,10,14,0,8,2,41,0,21,74,91,121,12,2009,,
2004-11-30,3,151,0,0,77,13,2,108,4,1,2,2,33,23,0,0,360,2,8,42,247,227,0,1,0,32,2,16,5,0,13,0,46,0,26,51,170,109,14,1790,,
2004-12-31,2,124,0,0,79,10,3,158,5,5,0,0,36,49,0,3,438,5,2,26,247,247,0,6,0,41,1,9,8,2,10,1,60,0,17,59,191,110,12,1966,,
2005-01-31,3,166,1,0,114,6,1,138,16,4,0,1,54,49,0,2,453,6,6,31,277,267,0,2,0,47,6,5,17,1,12,2,71,0,22,51,141,122,15,2109,,
2005-02-28,3,127,2,0,83,3,1,125,11,2,0,1,32,40,0,11,384,11,2,34,240,239,1,7,0,34,2,10,7,0,4,1,53,0,17,75,108,107,8,1785,,
2005-03-31,2,152,0,1,98,7,4,125,6,3,2,0,51,37,0,2,461,5,3,24,266,266,0,1,0,57,1,7,11,2,14,2,59,0,15,91,120,128,11,2034,,
2005-04-30,2,139,1,0,50,11,1,111,7,1,0,0,50,41,0,4,479,0,4,22,270,310,0,7,0,53,0,12,14,0,9,1,62,0,10,88,110,131,14,2014,,
2005-05-31,2,164,1,0,65,5,1,79,9,3,2,0,46,40,0,4,517,2,4,23,277,287,0,2,0,61,2,9,12,1,11,3,52,0,13,91,150,123,6,2067,,
2005-06-30,2,141,4,1,61,4,1,80,10,3,0,0,36,43,1,4,513,5,0,37,252,244,0,3,0,41,3,4,13,1,5,2,59,0,14,63,125,112,14,1901,,
2005-07-31,0,166,0,0,63,3,3,81,6,3,1,1,43,27,0,1,512,8,4,26,281,211,0,0,0,46,2,10,7,0,7,1,68,0,13,78,122,92,15,1901,,
2005-08-31,2,135,1,0,57,2,2,94,6,4,0,0,34,31,0,3,569,4,1,41,320,254,0,1,0,52,1,6,7,0,8,0,71,0,12,85,119,126,10,2058,,
2005-09-30,2,165,2,0,62,4,0,101,8,3,0,0,39,42,1,4,467,8,1,24,251,220,0,4,0,54,1,4,11,0,7,1,51,0,11,75,122,106,12,1863,,
2005-10-31,1,162,0,1,44,3,3,104,11,1,0,0,46,41,0,2,399,5,1,26,300,233,0,2,0,50,2,12,7,0,12,0,43,0,18,74,128,111,20,1862,,
2005-11-30,3,126,0,0,54,8,3,105,10,7,2,0,37,37,1,1,410,2,0,37,244,203,0,1,0,51,0,7,10,0,7,0,57,0,19,76,129,106,8,1761,,
2005-12-31,2,126,1,1,63,4,3,63,7,8,0,2,43,55,0,4,446,3,1,28,239,154,0,1,0,58,1,12,6,1,12,0,76,0,12,78,117,98,6,1731,,
2006-01-31,2,142,1,0,63,6,4,127,9,9,1,2,43,47,0,4,530,10,2,36,317,263,0,3,8,58,0,10,17,0,16,1,49,0,21,58,45,118,11,2033,,
2006-02-28,3,150,0,0,43,3,3,91,4,5,0,2,44,40,0,4,428,4,1,25,265,243,0,4,4,47,0,14,13,2,12,0,52,0,12,75,34,91,11,1729,,
2006-03-31,1,165,1,0,66,2,2,112,10,5,0,0,46,40,1,2,550,6,2,33,276,223,0,3,5,56,0,13,5,0,19,1,85,0,17,101,42,147,10,2047,,
2006-04-30,1,151,1,0,62,2,1,104,10,4,1,0,40,47,0,5,553,10,0,24,238,185,0,0,9,42,1,12,11,0,21,1,72,0,18,122,50,114,11,1923,,
2006-05-31,1,178,0,0,72,2,4,96,11,4,0,0,48,39,2,3,571,3,2,33,276,194,0,2,7,51,1,14,10,0,15,2,65,0,23,99,60,90,7,1985,,
2006-06-30,1,151,1,0,70,3,3,87,19,3,0,0,45,45,0,6,503,3,0,31,257,195,0,4,9,68,1,10,14,2,12,1,52,0,29,82,63,108,13,1891,,
2006-07-31,2,173,1,0,71,3,1,115,12,3,1,1,38,47,0,6,538,2,0,19,272,221,0,1,5,71,0,17,14,1,6,2,59,0,21,100,66,115,9,2013,,
2006-08-31,4,179,1,1,84,6,2,142,11,4,0,0,30,46,0,5,569,2,1,24,263,243,0,1,14,67,0,17,11,0,11,0,53,0,25,99,64,116,18,2113,,
2006-09-30,2,164,1,1,80,5,1,87,16,4,3,1,35,40,0,3,535,5,0,36,256,181,0,2,7,63,0,10,10,0,11,0,51,0,17,88,58,98,7,1878,,
2006-10-31,3,169,0,0,69,10,1,111,11,1,0,1,33,44,1,2,588,6,0,39,251,213,0,2,10,66,2,5,8,0,3,0,63,0,20,90,52,87,15,1976,,
2006-11-30,0,144,1,0,87,8,2,119,15,8,0,0,37,29,0,7,536,2,0,25,228,214,0,2,5,61,3,8,12,0,14,0,71,0,21,64,56,121,6,1906,,
2006-12-31,2,138,5,0,87,5,4,113,7,8,0,0,28,40,0,5,534,3,0,34,243,196,0,1,8,49,4,9,6,0,5,1,52,0,21,69,56,89,9,1831,,
2007-01-31,3,153,2,1,65,4,3,138,11,4,0,2,41,28,0,8,422,1,2,30,240,281,0,1,7,43,1,17,14,0,15,1,65,0,19,72,51,132,11,1888,,
2007-02-28,0,146,1,0,54,4,3,183,6,6,0,4,32,41,4,2,415,5,6,33,204,242,0,2,6,43,3,13,9,1,9,2,45,0,17,68,47,103,20,1779,,
2007-03-31,0,166,0,0,77,6,1,158,13,2,1,0,60,34,1,3,450,3,19,48,241,264,0,1,6,49,1,18,10,1,9,1,55,0,18,85,44,126,17,1988,,
2007-04-30,1,166,0,0,60,5,3,126,9,2,0,0,51,48,0,3,478,3,5,31,259,245,0,3,8,59,0,21,13,0,11,1,67,0,15,104,49,107,12,1965,,
2007-05-31,6,161,2,1,50,8,3,137,22,3,2,0,39,45,0,6,539,2,3,25,290,278,0,2,8,61,2,13,10,1,9,0,67,0,22,100,46,127,9,2099,,
2007-06-30,2,191,2,1,68,7,1,166,5,3,1,1,51,44,2,9,550,9,25,30,251,254,0,1,10,66,1,12,15,2,14,3,52,0,17,105,48,93,11,2123,,
2007-07-31,3,177,0,1,61,5,6,174,12,6,1,1,47,48,1,10,606,6,64,30,294,293,0,3,6,52,2,14,15,3,11,2,60,0,18,104,78,90,16,2320,,
2007-08-31,3,161,1,0,83,5,2,138,5,4,0,0,43,48,0,4,577,7,33,38,272,255,0,1,9,47,2,11,16,0,4,1,57,0,11,99,58,118,12,2125,,
2007-09-30,1,165,1,0,45,3,2,118,14,4,1,0,49,42,1,5,592,8,35,25,220,257,0,0,7,66,2,16,9,1,14,2,73,0,15,85,71,111,11,2071,,
2007-10-31,2,172,1,0,79,4,4,141,19,5,1,1,38,44,0,6,494,7,38,26,204,274,0,0,11,48,2,21,12,1,13,3,65,0,11,86,48,131,19,2031,,
2007-11-30,4,163,0,1,69,6,8,149,5,2,0,1,36,35,0,4,483,5,4,37,230,240,0,1,10,47,0,20,15,1,7,2,58,0,14,59,49,113,10,1888,,
2007-12-31,1,160,0,1,72,8,1,130,12,5,0,1,39,45,1,5,523,2,7,29,187,253,0,2,7,62,1,12,15,0,9,2,44,0,11,73,32,128,18,1898,,
2008-01-31,0,161,0,1,60,2,2,176,12,0,1,1,49,48,0,4,475,10,24,20,238,256,0,3,10,59,2,22,10,0,11,3,61,0,23,89,46,106,11,1996,,
2008-02-29,3,148,1,0,34,7,2,154,9,5,1,0,41,41,0,5,441,7,34,25,214,268,0,0,6,36,0,2,13,1,8,0,60,0,17,50,36,104,9,1782,,
2008-03-31,5,170,2,0,59,9,4,191,24,4,0,1,68,44,0,4,501,8,21,31,217,327,0,4,8,47,0,18,17,0,10,0,73,0,14,72,53,138,23,2167,,
2008-04-30,2,167,2,0,56,4,1,124,14,5,0,2,53,48,0,6,436,2,15,30,236,287,0,1,6,55,2,15,4,1,10,0,47,0,9,75,50,85,14,1864,,
2008-05-31,5,182,3,1,74,14,2,145,16,3,2,0,43,51,1,3,472,34,25,16,245,321,0,3,5,50,2,15,8,1,10,1,61,0,15,79,46,101,15,2070,,
2008-06-30,4,135,1,0,66,14,1,163,12,2,1,0,53,56,0,4,476,20,12,35,232,343,0,4,11,60,1,11,8,1,14,1,50,0,9,65,49,90,10,2014,,
2008-07-31,1,154,4,0,63,6,9,175,10,2,1,0,51,57,0,5,475,14,15,25,231,374,0,4,8,54,0,14,11,0,4,1,82,0,19,67,37,129,13,2115,,
2008-08-31,0,160,0,1,55,14,3,134,12,7,0,0,47,59,0,2,525,6,39,23,246,290,0,2,8,75,0,14,6,0,19,1,45,0,19,69,41,99,7,2028,,
2008-09-30,2,185,0,1,55,6,4,173,19,3,0,1,45,46,0,2,523,10,24,21,258,300,0,4,5,51,1,21,11,0,14,1,51,0,18,73,67,101,16,2112,,
2008-10-31,2,139,1,0,67,6,2,212,11,7,0,0,41,50,0,1,521,6,40,32,219,375,0,3,8,57,1,13,10,0,8,0,58,0,11,98,67,106,10,2182,,
2008-11-30,2,141,1,1,68,7,4,194,16,1,1,1,39,60,2,2,446,5,31,29,203,348,0,0,7,55,1,9,9,0,9,0,45,0,12,69,45,93,16,1972,,
2008-12-31,0,134,4,1,94,2,4,134,15,6,1,4,57,59,0,3,432,1,4,30,194,312,0,1,4,33,0,13,15,0,12,0,51,0,18,65,57,80,11,1851,,
2009-01-31,3,140,1,0,50,2,4,147,15,10,0,1,31,58,0,7,462,11,7,31,215,369,0,1,6,63,2,18,18,0,14,2,57,0,15,71,70,94,10,2005,,
2009-02-28,2,131,1,0,56,4,5,152,11,5,2,0,34,43,0,3,392,1,0,23,209,340,0,3,3,22,2,15,11,0,11,1,45,0,12,55,42,97,15,1748,,
2009-03-31,3,170,1,1,73,12,9,226,13,5,0,0,46,57,0,4,453,9,4,29,237,394,0,5,0,43,0,16,4,0,13,0,46,0,10,66,57,120,23,2149,,
2009-04-30,4,165,1,0,67,5,4,189,21,2,2,0,49,43,0,4,461,10,2,49,235,342,0,0,3,41,0,17,11,0,18,1,53,0,31,82,55,104,16,2087,,
2009-05-31,2,165,2,0,75,6,1,163,18,4,0,0,43,46,1,4,449,8,0,33,209,325,0,2,10,39,2,18,13,0,11,1,58,0,10,64,39,92,11,1924,,
2009-06-30,3,125,0,0,78,2,2,124,14,5,0,0,49,69,0,6,421,13,2,25,197,263,0,0,7,55,2,20,10,1,16,0,46,0,15,65,37,99,11,1782,,
2009-07-31,5,145,0,0,68,5,5,166,12,3,0,1,31,45,0,5,579,4,1,23,243,322,0,0,8,54,2,16,15,0,7,0,56,0,18,89,42,114,21,2105,951498.5,839967.798809
2009-08-31,3,160,0,1,63,2,7,198,17,2,0,2,41,55,0,6,633,10,1,49,274,374,0,0,6,51,0,15,7,0,17,0,44,0,18,100,54,141,11,2362,905494.6,832936.293889
2009-09-30,0,159,0,0,71,2,1,240,16,2,0,2,31,53,1,4,539,5,1,39,224,384,0,0,5,60,2,19,15,0,16,2,56,0,20,89,38,123,17,2236,905144.729167,840157.314425
2009-10-31,0,159,2,2,63,4,7,140,9,2,1,0,36,46,0,6,587,7,2,39,261,282,0,7,5,54,1,18,17,0,16,0,65,0,14,90,39,98,15,2094,956067.5,842552.758976
2009-11-30,7,161,1,1,83,7,4,174,16,1,0,1,36,52,0,7,523,6,3,35,204,285,0,1,3,44,1,24,9,0,21,0,62,0,21,99,38,130,19,2079,959842.775641,799485.480018
2009-12-31,3,128,1,0,72,3,1,120,15,4,0,1,35,43,0,7,495,2,1,40,201,255,0,1,9,51,3,12,16,1,17,1,47,0,18,98,27,96,14,1838,976696.041667,795524.36458
2010-01-31,0,146,1,1,53,10,5,155,13,4,0,1,33,56,0,8,536,2,1,43,222,273,0,0,5,55,3,22,12,1,10,0,50,0,19,118,19,101,22,2000,978077.053333,799755.408562
2010-02-28,2,154,0,0,49,10,2,161,18,4,2,1,27,43,0,5,426,6,2,31,226,320,0,0,5,42,0,23,8,0,12,0,61,0,19,94,27,119,13,1912,976513.541667,817236.078839
2010-03-31,0,162,2,0,54,8,1,165,9,3,2,0,30,49,0,4,494,5,3,38,224,282,0,3,9,48,0,26,15,0,15,1,61,0,18,96,23,147,11,2008,1000331.20833,824988.104176
2010-04-30,5,169,0,0,41,1,2,123,16,1,0,1,18,55,0,1,454,7,1,57,216,275,0,5,3,35,1,16,13,1,17,2,83,0,18,93,25,100,19,1874,888734.375,805977.4896
2010-05-31,5,158,2,0,64,5,4,142,10,3,2,1,16,52,0,2,550,4,1,58,284,333,0,2,6,56,3,22,16,0,13,1,96,0,13,130,24,130,19,2227,975064.733333,799984.577725
2010-06-30,5,205,3,2,64,5,5,154,7,3,0,2,23,45,0,5,557,3,3,48,293,292,0,3,7,50,1,25,16,0,12,2,108,0,28,135,37,102,22,2272,930585.275,806837.918539
2010-07-31,5,205,1,2,84,6,5,144,11,4,2,2,18,75,0,5,568,6,4,55,317,307,0,1,6,49,1,30,15,1,10,1,110,0,13,107,25,140,22,2357,973996.556667,801830.715747
2010-08-31,3,175,2,2,55,6,9,147,21,3,1,0,24,53,0,7,581,9,5,71,277,307,0,2,4,57,0,16,9,0,22,3,94,0,17,108,37,161,9,2297,1042100.91667,792779.730019
2010-09-30,3,217,1,0,49,10,11,140,19,5,0,0,23,70,0,8,577,5,0,57,330,337,0,3,6,53,3,16,9,0,10,2,139,0,31,97,36,154,10,2431,1027338.0,805746.692038
2010-10-31,4,207,1,2,43,0,5,166,17,4,2,0,19,71,0,5,566,4,5,71,331,332,0,1,6,68,0,33,13,0,16,0,117,0,28,100,43,144,18,2442,973666.633333,782985.547067
2010-11-30,0,161,1,1,48,4,5,112,15,3,0,0,20,53,0,6,558,2,9,83,263,282,0,2,7,63,4,14,5,0,13,3,90,0,10,94,36,153,21,2141,948718.333333,790017.730969
2010-12-31,1,167,0,0,59,10,7,134,12,1,1,0,16,58,0,6,515,4,4,52,297,271,0,3,9,54,5,18,13,0,12,3,83,0,12,81,40,120,20,2088,987100.458333,808427.865972
2011-01-31,3,213,0,1,78,7,4,140,10,2,2,0,16,51,0,3,500,2,6,76,275,259,0,0,6,49,2,19,9,0,17,1,102,0,16,94,24,143,15,2145,975647.033333,789334.96395
2011-02-28,1,153,1,0,51,3,2,147,15,3,1,0,29,54,0,4,415,3,2,63,224,255,0,4,6,46,1,18,10,0,19,0,76,0,10,78,34,130,14,1872,988846.041667,803504.345468
2011-03-31,1,189,1,1,54,6,7,117,10,2,0,1,11,50,0,5,512,6,2,70,271,259,0,1,4,47,3,35,17,1,14,1,78,0,14,85,39,139,14,2067,974109.916667,814978.741483
2011-04-30,1,186,2,1,53,5,4,113,12,3,2,1,15,51,0,7,452,8,1,83,334,282,0,2,5,40,2,19,9,0,13,4,89,0,15,94,29,117,21,2075,1001730.2,797698.935579
2011-05-31,1,188,0,0,67,10,2,101,18,3,0,0,32,38,0,4,530,11,0,77,284,276,0,1,6,54,1,24,13,0,22,1,102,0,13,89,40,107,17,2132,1090938.66667,811292.044726
2011-06-30,1,181,5,0,56,7,2,103,10,4,0,0,18,61,0,6,507,15,1,79,333,341,0,3,6,52,3,23,13,0,15,0,104,0,26,68,35,143,14,2235,1090119.04167,822718.526942
2011-07-31,5,203,1,0,47,11,6,89,14,2,0,1,13,47,0,6,515,8,0,67,315,273,0,2,6,56,1,20,9,0,15,1,94,0,19,89,23,104,18,2080,1034090.53333,813364.783879
2011-08-31,2,169,0,4,70,15,3,78,22,4,0,0,10,53,0,5,550,4,2,63,298,336,0,0,7,75,2,15,20,0,14,0,95,0,34,97,35,144,19,2245,1012303.04167,794729.656331
2011-09-30,1,201,0,0,50,8,4,114,12,1,0,2,11,68,1,4,523,4,1,65,303,312,0,2,8,49,1,19,17,1,11,0,74,0,15,86,36,111,17,2132,974137.166667,807164.571172
2011-10-31,1,179,1,0,53,3,2,80,10,2,1,0,10,48,0,7,538,1,1,77,271,244,0,0,9,69,0,17,16,0,12,0,78,0,15,88,46,103,13,1995,1018450.8,835819.861045
2011-11-30,3,156,1,0,53,3,2,72,11,5,0,0,9,48,0,6,469,2,3,35,262,236,0,0,4,53,1,11,14,0,12,0,78,0,13,93,42,84,23,1804,1120632.0,859091.258315
2011-12-31,2,175,0,0,56,6,5,73,18,5,0,2,12,45,1,7,567,0,4,32,254,243,1,0,10,63,1,15,9,0,12,1,58,0,9,80,35,116,9,1926,1169808.1,870910.491839
2012-01-31,4,165,0,2,57,16,6,91,5,3,0,0,20,47,0,4,554,13,0,54,289,313,0,1,9,54,3,16,9,0,16,2,85,0,15,93,26,145,22,2139,1064032.875,876164.934623
2012-02-29,3,167,0,1,50,7,3,101,10,0,0,0,6,41,0,10,485,4,0,42,269,274,0,0,4,57,0,16,11,1,13,2,84,0,15,87,29,114,20,1926,1171132.125,873731.63206
2012-03-31,1,149,4,0,59,4,2,89,13,2,0,0,17,40,0,3,540,6,1,53,306,301,0,0,8,60,1,16,7,1,13,2,67,0,20,93,31,104,15,2028,1136361.6,889956.812619
2012-04-30,2,179,0,2,67,8,9,78,8,3,0,0,14,47,0,3,560,6,0,35,272,280,0,2,4,43,1,21,9,0,12,0,111,0,16,114,40,106,11,2063,1138652.125,836467.176081
2012-05-31,1,143,2,1,51,8,7,94,16,2,1,1,24,29,0,0,633,5,1,38,281,292,0,3,4,56,3,20,9,2,19,0,93,0,30,100,27,118,13,2127,1197151.3,926146.652778
2012-06-30,2,178,0,1,66,11,3,66,12,4,1,0,22,32,0,4,615,6,1,46,247,198,0,0,4,75,2,17,13,0,11,0,70,0,26,116,42,117,7,2015,1257914.86667,939744.493942
2012-07-31,4,157,1,1,92,8,4,67,12,3,0,2,16,44,0,1,584,4,1,35,321,257,1,5,9,50,0,16,10,2,21,0,83,0,12,102,40,116,12,2093,1337627.16667,945962.614494
2012-08-31,2,178,0,1,65,9,6,58,19,1,3,0,20,45,0,2,791,5,0,47,324,244,1,4,10,79,0,25,11,2,21,0,77,0,20,110,52,97,12,2341,1300405.08333,908610.162801
2012-09-30,4,173,0,0,51,10,4,82,19,1,0,0,20,42,0,4,750,3,2,22,275,300,0,4,19,76,0,23,19,0,22,0,97,0,30,123,50,116,23,2364,1192694.1,882091.20914
2012-10-31,3,194,0,1,55,6,2,70,15,2,0,1,49,57,0,1,771,3,4,65,305,240,0,1,5,78,1,19,16,0,20,0,94,0,21,143,56,113,27,2438,1271519.66667,870144.797439
2012-11-30,1,154,0,0,71,7,1,67,11,4,0,0,23,42,0,2,660,2,0,52,267,213,0,2,13,86,0,18,10,0,18,1,84,0,18,123,56,110,19,2135,1353086.58333,952160.831581
2012-12-31,3,176,1,2,85,4,11,78,9,4,0,0,20,57,0,8,677,0,0,56,281,247,0,3,8,79,0,18,12,0,17,2,63,0,12,106,45,128,12,2224,1388339.53333,968538.823472
2013-01-31,2,133,1,0,73,7,7,108,5,7,0,0,15,36,0,5,715,0,1,66,306,287,0,0,7,66,0,23,19,0,26,0,78,0,12,91,44,167,19,2326,1482185.08333,954550.930357
2013-02-28,2,149,1,2,50,4,7,93,10,4,1,1,12,49,0,5,632,2,0,37,266,226,0,5,6,47,0,18,13,0,12,1,79,0,9,93,29,128,17,2010,1422814.29167,974533.54494
2013-03-31,0,191,0,1,85,5,12,132,16,4,1,1,16,47,0,8,651,3,1,59,367,224,0,0,8,41,4,39,13,0,21,1,95,1,36,98,34,164,21,2400,1422156.18667,1001299.02455
2013-04-30,0,160,0,0,87,6,9,112,16,4,0,1,17,28,1,4,614,0,1,46,348,284,0,0,4,62,3,11,13,0,19,1,95,0,25,70,27,125,13,2206,1352410.225,912170.334903
2013-05-31,4,182,0,1,69,6,9,148,34,4,0,1,25,48,0,5,571,4,5,66,355,312,1,0,5,78,0,27,8,0,25,1,85,0,28,53,39,183,25,2407,1435862.33333,966880.992459
2013-06-30,5,186,0,2,81,1,13,139,40,5,0,0,19,35,0,5,662,6,0,58,373,273,0,2,5,79,0,23,21,0,12,0,96,0,21,88,32,157,19,2458,1399632.93333,903603.869709
2013-07-31,3,177,0,1,87,7,12,116,37,1,0,0,36,37,0,2,771,5,0,60,389,289,0,2,6,88,1,18,24,0,22,0,84,0,27,95,46,152,23,2618,1505449.54167,1033300.61576
2013-08-31,2,200,1,3,94,10,8,110,42,3,1,0,18,43,0,9,942,6,3,56,412,320,0,1,8,87,1,23,12,0,26,1,103,0,13,88,37,142,24,2849,1726857.94,1077455.6965
2013-09-30,5,155,1,1,70,6,7,94,43,1,0,0,23,47,0,14,953,10,0,57,409,292,0,1,8,71,0,22,14,0,19,2,85,0,21,126,56,174,10,2797,1610801.74167,1128529.52338
2013-10-31,4,172,0,0,77,4,7,86,38,5,0,2,27,46,0,7,872,10,1,71,466,332,0,2,8,67,0,16,2,0,29,1,89,0,18,101,34,157,27,2778,1493821.36667,1140661.76127
2013-11-30,2,175,0,1,75,2,12,85,21,2,0,0,15,48,0,12,741,2,0,67,322,263,0,0,8,52,1,18,6,0,17,1,94,0,18,83,38,121,18,2320,1391685.38667,1126647.07749
2013-12-31,1,139,1,1,72,2,3,74,16,5,0,2,19,35,0,7,705,3,0,50,275,229,0,2,9,47,2,9,7,0,24,0,63,0,15,82,36,125,11,2071,1522378.9,1116478.12714
2014-01-31,3,176,0,0,83,6,3,119,15,6,0,2,25,42,0,2,673,3,0,44,321,312,0,0,0,54,1,18,14,0,11,0,87,0,19,108,33,134,24,2338,1400875.53333,1067722.65179
2014-02-28,1,171,0,0,84,3,7,101,15,1,0,1,17,37,0,6,624,1,0,62,306,314,0,1,0,40,3,25,11,0,13,0,44,0,18,90,37,127,9,2169,1374535.24167,1059731.369
2014-03-31,3,177,1,1,78,3,7,85,12,4,0,1,16,41,0,8,736,5,1,51,332,324,0,1,0,38,0,16,17,0,18,0,80,0,20,93,40,113,13,2335,1599581.62667,1133453.71586
2014-04-30,1,139,2,1,77,3,3,114,8,4,2,0,14,41,0,3,740,5,0,56,268,316,0,0,0,33,1,28,8,0,14,1,67,0,13,120,50,108,15,2255,1665780.58333,1165031.96494
2014-05-31,4,173,2,1,62,6,8,74,6,3,0,1,13,32,0,8,736,2,1,87,324,288,0,3,0,38,1,23,10,0,14,1,70,0,16,91,68,100,15,2281,1497455.4,1206116.63477
2014-06-30,16,190,0,0,76,3,2,77,8,4,1,1,9,31,0,8,725,2,0,56,333,279,0,2,0,48,2,16,7,0,17,0,93,0,20,89,52,119,20,2306,1275707.7,1155302.26313
2014-07-31,5,205,0,1,73,3,4,82,11,2,0,0,10,47,0,5,851,4,0,50,320,250,0,1,0,60,0,22,12,0,13,0,52,0,13,112,63,99,8,2378,1472318.72917,1171119.08087
2014-08-31,2,194,0,1,82,5,12,84,12,5,0,1,8,57,0,7,1010,6,0,53,358,325,0,4,0,50,1,25,11,0,10,2,71,0,13,136,52,113,26,2736,1525077.0,1179000.27278
