,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG-NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY-COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY-THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY-OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,ALL,averageListingPrice,alp_allsf
2013-04-30,11,1027,3,9,540,39,33,596,65,19,5,7,62,196,4,32,2904,13,2,371,1680,1648,0,60,59,323,23,173,67,1,102,10,496,0,96,610,440,613,117,12456,912170.334903,912170.334903
2013-05-31,19,1136,2,8,508,31,41,623,91,14,3,8,89,236,1,56,2710,19,9,365,1813,1762,1,76,57,371,12,202,55,1,100,7,487,0,93,515,503,712,144,12880,966880.992459,966880.992459
2013-06-30,20,1133,3,8,484,35,45,528,96,14,0,5,73,194,2,46,2711,24,2,353,1835,1513,0,45,59,401,10,178,77,1,89,3,495,1,86,561,515,595,131,12371,903603.869709,903603.869709
2013-07-31,25,948,1,3,534,46,40,584,92,12,1,5,115,219,1,31,3318,18,4,313,1901,1607,2,68,53,394,12,157,62,0,104,4,462,0,107,598,495,570,129,13035,1033300.61576,1033300.61576
2013-08-31,17,1092,1,9,534,45,34,564,97,14,3,3,78,234,2,58,3478,23,3,383,1853,1745,0,37,72,404,13,156,76,0,129,4,488,1,72,558,584,613,133,13610,1077455.6965,1077455.6965
2013-09-30,19,1103,1,5,568,31,41,556,100,8,1,5,87,240,2,49,3604,23,1,343,1840,1628,2,20,65,381,25,166,68,3,118,5,510,0,78,630,699,597,106,13728,1128529.52338,1128529.52338
2013-10-31,21,1107,0,4,525,27,42,578,101,15,5,8,84,247,2,47,3370,23,1,418,1962,1814,0,49,67,365,17,182,57,0,120,7,487,0,92,587,567,710,140,13848,1140661.76127,1140661.76127
2013-11-30,24,1003,3,3,518,30,33,498,71,10,2,9,63,251,3,52,3030,17,2,423,1694,1496,0,65,52,255,18,154,56,5,90,7,523,1,97,516,453,564,129,12220,1126647.07749,1126647.07749
2013-12-31,10,951,2,8,519,25,27,422,63,25,4,7,81,254,1,49,2806,15,4,339,1414,1347,0,54,69,262,11,131,51,2,103,7,341,0,78,597,537,504,122,11242,1116478.12714,1116478.12714
2014-01-31,32,1014,1,2,618,35,22,566,62,17,2,12,107,289,0,53,2941,16,3,394,1714,1780,0,62,0,284,14,136,82,3,86,4,461,0,96,577,517,631,144,12777,1067722.65179,1067722.65179
2014-02-28,22,912,1,3,506,41,42,555,69,6,2,10,75,251,0,41,2549,15,2,401,1462,1748,0,60,0,250,28,169,63,3,99,4,397,1,84,546,442,575,131,11565,1059731.369,1059731.369
2014-03-31,13,1038,2,5,563,26,33,543,60,12,4,10,60,247,0,44,3021,27,3,391,1747,1924,0,43,0,246,21,151,99,1,98,7,480,0,117,603,528,563,157,12887,1133453.71586,1133453.71586
2014-04-30,18,974,6,11,485,24,30,501,57,12,4,8,56,251,0,35,3022,19,1,401,1594,1780,0,20,0,241,18,177,56,2,92,10,410,0,84,619,650,569,117,12354,1165031.96494,1165031.96494
2014-05-31,15,1052,5,2,485,30,29,486,39,13,1,6,58,218,1,51,2828,13,1,487,1626,1774,0,25,0,285,16,175,77,3,89,5,446,0,95,592,641,531,114,12314,1206116.63477,1206116.63477
2014-06-30,25,1038,3,3,443,23,23,411,51,11,6,7,50,227,0,44,2742,11,1,441,1598,1634,0,63,0,293,24,152,61,1,78,1,443,0,90,508,683,558,161,11908,1155302.26313,1155302.26313
2014-07-31,20,1112,2,6,499,29,28,470,44,13,1,6,42,232,0,47,3191,13,1,418,1597,1766,1,30,0,324,29,131,64,1,91,5,402,0,92,616,650,641,133,12747,1171119.08087,1171119.08087
2014-08-31,20,1060,1,7,479,20,49,467,52,14,0,9,51,271,1,44,3651,18,3,407,1748,1856,0,19,0,285,8,159,63,4,92,8,466,0,101,632,645,583,143,13436,1179000.27278,1179000.27278
2014-09-30,14,1098,5,4,457,28,38,470,47,14,4,3,72,225,0,45,3266,12,4,371,1608,1733,1,18,0,301,25,167,57,2,84,7,459,0,97,606,496,574,135,12547,1172647.84563,1172647.84563
2014-10-31,24,1164,4,3,553,33,32,374,56,14,5,10,62,291,3,40,3630,10,9,418,1651,1715,0,22,0,342,20,162,74,0,106,8,485,0,84,635,706,520,120,13385,1205410.12717,1205410.12717
2014-11-30,28,989,2,5,463,26,35,332,44,12,1,2,54,251,2,44,3496,11,4,317,1495,1579,0,62,0,264,8,147,76,0,80,5,405,0,83,611,566,505,118,12122,1252959.07806,1252959.07806
2014-12-31,22,957,2,5,519,30,20,234,39,12,2,6,63,235,1,35,3670,15,4,289,1564,1454,0,25,0,308,10,153,74,0,91,6,376,0,102,622,589,478,108,12120,1321887.43774,1321887.43774
2015-01-31,41,1101,2,3,494,45,33,409,51,11,3,5,77,265,1,40,3706,14,2,386,1664,1799,0,37,0,358,11,183,76,0,82,5,445,0,132,615,597,610,148,13451,1322317.90743,1322317.90743
2015-02-28,31,1002,3,7,479,27,33,313,43,13,2,8,48,269,6,32,3282,9,2,383,1543,1657,1,29,0,306,13,196,63,3,84,2,425,1,84,511,552,596,143,12201,1273868.82468,1273868.82468
2015-03-31,21,1178,3,7,513,30,42,404,60,21,2,5,82,281,2,37,3815,16,1,413,1726,1773,0,36,0,348,12,182,80,4,90,6,484,0,87,677,622,605,141,13806,1286734.6333,1286734.6333
2015-04-30,30,1093,0,6,488,23,30,311,52,9,3,3,53,278,3,38,3474,18,3,443,1611,1672,0,39,0,330,20,175,70,2,77,5,430,0,95,587,729,487,142,12829,1247080.94442,1247080.94442
2015-05-31,30,1114,1,6,565,44,37,298,48,14,0,7,52,312,2,39,3839,13,3,365,1619,1737,0,11,0,316,13,162,71,1,68,7,472,0,129,671,822,547,125,13560,1359306.47085,1359306.47085
2015-06-30,31,1100,2,4,497,69,36,298,39,13,4,8,69,290,2,23,3747,16,7,389,1576,1602,2,25,0,324,13,165,86,1,75,12,441,0,137,663,717,509,117,13109,1489680.95948,1489680.95948
2015-07-31,23,1113,5,4,489,38,30,294,38,20,1,3,67,261,0,24,3866,7,0,399,1578,1620,0,25,0,250,16,158,76,2,87,4,459,0,103,772,631,569,144,13176,1383528.09035,1383528.09035
2015-08-31,16,1162,5,7,490,46,40,379,69,15,4,4,51,246,2,26,3689,14,2,364,1704,1772,0,11,0,310,9,177,68,0,81,6,453,0,125,729,629,606,170,13481,1445890.56134,1445890.56134
2015-09-30,16,1162,5,12,465,50,47,372,52,7,4,7,43,220,0,19,3408,11,1,386,1585,1575,0,24,0,298,10,200,85,1,88,12,451,0,133,661,625,513,127,12675,1322241.18439,1322241.18439
2015-10-31,28,1110,2,4,453,43,44,395,39,12,6,9,70,223,5,21,3232,24,4,390,1550,1697,1,35,0,371,14,146,67,1,83,6,495,0,109,668,708,616,146,12827,1286672.60448,1286672.60448
