weekEndingDate,BAYVIEW,CENTRAL,MISSION,NORTHERN,SOUTHERN,TENDERLOIN,ALL
2010-07-31,628558.663301,1119735.12058,701207.482385,809409.89966,952733.849105,672822.053863,814077.844815
2011-07-31,570413.282292,1145566.8652,688610.761973,779037.545544,1010053.02885,619562.808013,802207.381978
2012-07-31,627592.466958,1289804.67503,659886.666163,828653.380643,1134141.30833,693766.766026,872307.543858
2013-07-31,614038.790036,1200211.26931,737936.62877,997427.010951,1375173.94231,736797.759615,943597.566832
2014-07-31,826171.353952,1486577.28949,1017294.49443,1096965.17863,1506591.94135,838359.686275,1128659.99069
2015-07-31,1050534.77363,1642868.20446,1225604.96388,1237573.62657,1666891.49487,893080.663265,1286092.28778
